index,id,environment,trial_label,trial_index,sum_latency,key_pressed
680155.0 4.0 22.0,680155.0,high,4.0 22.0,8,2971.0,8
680155.0 7.0 12.0,680155.0,high,7.0 12.0,8,4654.0,8
680155.0 8.0 22.0,680155.0,high,8.0 22.0,8,2588.0,8
680155.0 11.0 11.0,680155.0,low,11.0 11.0,8,2821.0,8
680155.0 11.0 21.0,680155.0,low,11.0 21.0,7,2516.0,7
680155.0 3.0 11.0,680155.0,low,3.0 11.0,8,3445.0,8
680155.0 4.0 21.0,680155.0,low,4.0 21.0,8,2836.0,8
680155.0 7.0 11.0,680155.0,low,7.0 11.0,8,2977.0,8
680155.0 8.0 21.0,680155.0,low,8.0 21.0,8,2748.0,8
680156.0 11.0 11.0,680156.0,high,11.0 11.0,8,2202.0,8
680156.0 11.0 21.0,680156.0,high,11.0 21.0,8,1990.0,8
680156.0 3.0 11.0,680156.0,high,3.0 11.0,8,2177.0,8
680156.0 4.0 21.0,680156.0,high,4.0 21.0,8,2051.0,8
680156.0 7.0 11.0,680156.0,high,7.0 11.0,7,2253.0,7
680156.0 8.0 21.0,680156.0,high,8.0 21.0,7,1838.0,7
680156.0 11.0 12.0,680156.0,low,11.0 12.0,8,2103.0,8
680156.0 11.0 22.0,680156.0,low,11.0 22.0,8,2052.0,8
680156.0 3.0 12.0,680156.0,low,3.0 12.0,8,2070.0,8
680156.0 4.0 22.0,680156.0,low,4.0 22.0,8,2182.0,8
680156.0 7.0 12.0,680156.0,low,7.0 12.0,8,2192.0,8
680156.0 8.0 22.0,680156.0,low,8.0 22.0,8,1819.0,8
680167.0 11.0 11.0,680167.0,high,11.0 11.0,7,2245.0,7
680167.0 11.0 21.0,680167.0,high,11.0 21.0,7,2268.0,7
680167.0 3.0 11.0,680167.0,high,3.0 11.0,7,2828.0,7
680167.0 4.0 21.0,680167.0,high,4.0 21.0,5,2565.0,5
680167.0 7.0 11.0,680167.0,high,7.0 11.0,7,2108.0,7
680167.0 8.0 21.0,680167.0,high,8.0 21.0,7,2505.0,7
680167.0 11.0 12.0,680167.0,low,11.0 12.0,7,2370.0,7
680167.0 11.0 22.0,680167.0,low,11.0 22.0,7,2056.0,7
680167.0 3.0 12.0,680167.0,low,3.0 12.0,7,2188.0,7
680167.0 4.0 22.0,680167.0,low,4.0 22.0,7,1680.0,7
680167.0 7.0 12.0,680167.0,low,7.0 12.0,6,2267.0,6
680167.0 8.0 22.0,680167.0,low,8.0 22.0,7,2176.0,7
680168.0 11.0 11.0,680168.0,high,11.0 11.0,8,2572.0,8
680168.0 11.0 21.0,680168.0,high,11.0 21.0,8,2265.0,8
680168.0 3.0 11.0,680168.0,high,3.0 11.0,8,2257.0,8
680168.0 4.0 21.0,680168.0,high,4.0 21.0,8,2745.0,8
680168.0 7.0 11.0,680168.0,high,7.0 11.0,8,2469.0,8
680168.0 8.0 21.0,680168.0,high,8.0 21.0,8,2314.0,8
680168.0 11.0 12.0,680168.0,low,11.0 12.0,8,3454.0,8
680168.0 11.0 22.0,680168.0,low,11.0 22.0,8,2609.0,8
680168.0 3.0 12.0,680168.0,low,3.0 12.0,8,2626.0,8
680168.0 4.0 22.0,680168.0,low,4.0 22.0,8,3479.0,8
680168.0 7.0 12.0,680168.0,low,7.0 12.0,8,3030.0,8
680168.0 8.0 22.0,680168.0,low,8.0 22.0,8,2705.0,8
680257.0 11.0 11.0,680257.0,high,11.0 11.0,8,1677.0,8
680257.0 11.0 21.0,680257.0,high,11.0 21.0,7,1685.0,7
680257.0 3.0 11.0,680257.0,high,3.0 11.0,7,1870.0,7
680257.0 4.0 21.0,680257.0,high,4.0 21.0,7,1659.0,7
680257.0 7.0 11.0,680257.0,high,7.0 11.0,8,1508.0,8
680257.0 8.0 21.0,680257.0,high,8.0 21.0,8,1856.0,8
680257.0 11.0 12.0,680257.0,low,11.0 12.0,7,1810.0,7
680257.0 11.0 22.0,680257.0,low,11.0 22.0,8,1644.0,8
680257.0 3.0 12.0,680257.0,low,3.0 12.0,7,2121.0,7
680257.0 4.0 22.0,680257.0,low,4.0 22.0,7,1745.0,7
680257.0 7.0 12.0,680257.0,low,7.0 12.0,7,1737.0,7
680257.0 8.0 22.0,680257.0,low,8.0 22.0,7,1597.0,7
681086.0 11.0 11.0,681086.0,high,11.0 11.0,8,2023.0,8
681086.0 11.0 21.0,681086.0,high,11.0 21.0,7,2545.0,7
681086.0 3.0 11.0,681086.0,high,3.0 11.0,7,1794.0,7
681086.0 4.0 21.0,681086.0,high,4.0 21.0,7,1932.0,7
681086.0 7.0 11.0,681086.0,high,7.0 11.0,7,2142.0,7
681086.0 8.0 21.0,681086.0,high,8.0 21.0,7,2064.0,7
681086.0 11.0 12.0,681086.0,low,11.0 12.0,7,2146.0,7
681086.0 11.0 22.0,681086.0,low,11.0 22.0,7,2612.0,7
681086.0 3.0 12.0,681086.0,low,3.0 12.0,7,2645.0,7
681086.0 4.0 22.0,681086.0,low,4.0 22.0,8,1879.0,8
681086.0 7.0 12.0,681086.0,low,7.0 12.0,8,1939.0,8
681086.0 8.0 22.0,681086.0,low,8.0 22.0,7,2045.0,7
683238.0 11.0 12.0,683238.0,high,11.0 12.0,8,1827.0,8
683238.0 11.0 22.0,683238.0,high,11.0 22.0,8,1906.0,8
683238.0 3.0 12.0,683238.0,high,3.0 12.0,8,1814.0,8
683238.0 4.0 22.0,683238.0,high,4.0 22.0,8,2500.0,8
683238.0 7.0 12.0,683238.0,high,7.0 12.0,8,1834.0,8
683238.0 8.0 22.0,683238.0,high,8.0 22.0,8,1823.0,8
683238.0 11.0 11.0,683238.0,low,11.0 11.0,7,2024.0,7
683238.0 11.0 21.0,683238.0,low,11.0 21.0,7,1943.0,7
683238.0 3.0 11.0,683238.0,low,3.0 11.0,8,2208.0,8
683238.0 4.0 21.0,683238.0,low,4.0 21.0,7,2273.0,7
683238.0 7.0 11.0,683238.0,low,7.0 11.0,8,2329.0,8
683238.0 8.0 21.0,683238.0,low,8.0 21.0,8,2173.0,8
683239.0 11.0 12.0,683239.0,high,11.0 12.0,8,1940.0,8
683239.0 11.0 22.0,683239.0,high,11.0 22.0,8,1948.0,8
683239.0 3.0 12.0,683239.0,high,3.0 12.0,8,1767.0,8
683239.0 4.0 22.0,683239.0,high,4.0 22.0,8,1906.0,8
683239.0 7.0 12.0,683239.0,high,7.0 12.0,8,1711.0,8
683239.0 8.0 22.0,683239.0,high,8.0 22.0,8,2014.0,8
683239.0 11.0 11.0,683239.0,low,11.0 11.0,8,1400.0,8
683239.0 11.0 21.0,683239.0,low,11.0 21.0,8,1441.0,8
683239.0 3.0 11.0,683239.0,low,3.0 11.0,8,2701.0,8
683239.0 4.0 21.0,683239.0,low,4.0 21.0,8,1425.0,8
683239.0 7.0 11.0,683239.0,low,7.0 11.0,8,1511.0,8
683239.0 8.0 21.0,683239.0,low,8.0 21.0,8,1634.0,8
683240.0 11.0 12.0,683240.0,high,11.0 12.0,8,2531.0,8
683240.0 11.0 22.0,683240.0,high,11.0 22.0,8,1919.0,8
683240.0 3.0 12.0,683240.0,high,3.0 12.0,8,1901.0,8
683240.0 4.0 22.0,683240.0,high,4.0 22.0,8,2297.0,8
683240.0 7.0 12.0,683240.0,high,7.0 12.0,8,2180.0,8
683240.0 8.0 22.0,683240.0,high,8.0 22.0,8,2562.0,8
683240.0 11.0 11.0,683240.0,low,11.0 11.0,8,1946.0,8
683240.0 11.0 21.0,683240.0,low,11.0 21.0,8,2538.0,8
683240.0 3.0 11.0,683240.0,low,3.0 11.0,8,2392.0,8
683240.0 4.0 21.0,683240.0,low,4.0 21.0,8,1853.0,8
683240.0 7.0 11.0,683240.0,low,7.0 11.0,8,2215.0,8
683240.0 8.0 21.0,683240.0,low,8.0 21.0,8,1845.0,8
683241.0 11.0 11.0,683241.0,high,11.0 11.0,4,2773.0,4
683241.0 11.0 21.0,683241.0,high,11.0 21.0,8,2482.0,8
683241.0 3.0 11.0,683241.0,high,3.0 11.0,8,2070.0,8
683241.0 4.0 21.0,683241.0,high,4.0 21.0,8,2359.0,8
683241.0 7.0 11.0,683241.0,high,7.0 11.0,8,2378.0,8
683241.0 8.0 21.0,683241.0,high,8.0 21.0,8,2468.0,8
683241.0 11.0 12.0,683241.0,low,11.0 12.0,8,3259.0,8
683241.0 11.0 22.0,683241.0,low,11.0 22.0,4,3226.0,4
683241.0 3.0 12.0,683241.0,low,3.0 12.0,8,3151.0,8
683241.0 4.0 22.0,683241.0,low,4.0 22.0,8,3944.0,8
683241.0 7.0 12.0,683241.0,low,7.0 12.0,7,2996.0,7
683241.0 8.0 22.0,683241.0,low,8.0 22.0,8,4437.0,8
683242.0 11.0 12.0,683242.0,high,11.0 12.0,8,2117.0,8
683242.0 11.0 22.0,683242.0,high,11.0 22.0,8,2889.0,8
683242.0 3.0 12.0,683242.0,high,3.0 12.0,8,2113.0,8
683242.0 4.0 22.0,683242.0,high,4.0 22.0,8,2441.0,8
683242.0 7.0 12.0,683242.0,high,7.0 12.0,8,2459.0,8
683242.0 8.0 22.0,683242.0,high,8.0 22.0,8,4915.0,8
683242.0 11.0 11.0,683242.0,low,11.0 11.0,8,2127.0,8
683242.0 11.0 21.0,683242.0,low,11.0 21.0,8,2189.0,8
683242.0 3.0 11.0,683242.0,low,3.0 11.0,8,2740.0,8
683242.0 4.0 21.0,683242.0,low,4.0 21.0,8,2422.0,8
683242.0 7.0 11.0,683242.0,low,7.0 11.0,8,2354.0,8
683242.0 8.0 21.0,683242.0,low,8.0 21.0,8,2379.0,8
683243.0 11.0 11.0,683243.0,high,11.0 11.0,8,1806.0,8
683243.0 11.0 21.0,683243.0,high,11.0 21.0,8,1891.0,8
683243.0 3.0 11.0,683243.0,high,3.0 11.0,8,2057.0,8
683243.0 4.0 21.0,683243.0,high,4.0 21.0,8,1936.0,8
683243.0 7.0 11.0,683243.0,high,7.0 11.0,8,1958.0,8
683243.0 8.0 21.0,683243.0,high,8.0 21.0,8,2044.0,8
683243.0 11.0 12.0,683243.0,low,11.0 12.0,8,1873.0,8
683243.0 11.0 22.0,683243.0,low,11.0 22.0,8,1795.0,8
683243.0 3.0 12.0,683243.0,low,3.0 12.0,8,1684.0,8
683243.0 4.0 22.0,683243.0,low,4.0 22.0,8,2188.0,8
683243.0 7.0 12.0,683243.0,low,7.0 12.0,8,2020.0,8
683243.0 8.0 22.0,683243.0,low,8.0 22.0,8,1821.0,8
683244.0 11.0 11.0,683244.0,high,11.0 11.0,7,1620.0,7
683244.0 11.0 21.0,683244.0,high,11.0 21.0,8,2225.0,8
683244.0 3.0 11.0,683244.0,high,3.0 11.0,8,1556.0,8
683244.0 4.0 21.0,683244.0,high,4.0 21.0,7,1955.0,7
683244.0 7.0 11.0,683244.0,high,7.0 11.0,7,2101.0,7
683244.0 8.0 21.0,683244.0,high,8.0 21.0,7,1957.0,7
683244.0 11.0 12.0,683244.0,low,11.0 12.0,8,2171.0,8
683244.0 11.0 22.0,683244.0,low,11.0 22.0,7,1974.0,7
683244.0 3.0 12.0,683244.0,low,3.0 12.0,1,2103.0,1
683244.0 4.0 22.0,683244.0,low,4.0 22.0,8,2037.0,8
683244.0 7.0 12.0,683244.0,low,7.0 12.0,7,1888.0,7
683244.0 8.0 22.0,683244.0,low,8.0 22.0,7,2022.0,7
683245.0 11.0 12.0,683245.0,high,11.0 12.0,7,1504.0,7
683245.0 11.0 22.0,683245.0,high,11.0 22.0,6,1660.0,6
683245.0 3.0 12.0,683245.0,high,3.0 12.0,7,1582.0,7
683245.0 4.0 22.0,683245.0,high,4.0 22.0,7,1784.0,7
683245.0 7.0 12.0,683245.0,high,7.0 12.0,7,1779.0,7
683245.0 8.0 22.0,683245.0,high,8.0 22.0,7,1551.0,7
683245.0 11.0 11.0,683245.0,low,11.0 11.0,6,1708.0,6
683245.0 11.0 21.0,683245.0,low,11.0 21.0,7,1738.0,7
683245.0 3.0 11.0,683245.0,low,3.0 11.0,7,1799.0,7
683245.0 4.0 21.0,683245.0,low,4.0 21.0,7,1664.0,7
683245.0 7.0 11.0,683245.0,low,7.0 11.0,7,1742.0,7
683245.0 8.0 21.0,683245.0,low,8.0 21.0,6,1811.0,6
683246.0 11.0 12.0,683246.0,high,11.0 12.0,8,1849.0,8
683246.0 11.0 22.0,683246.0,high,11.0 22.0,8,1878.0,8
683246.0 3.0 12.0,683246.0,high,3.0 12.0,8,1707.0,8
683246.0 4.0 22.0,683246.0,high,4.0 22.0,8,1789.0,8
683246.0 7.0 12.0,683246.0,high,7.0 12.0,8,1925.0,8
683246.0 8.0 22.0,683246.0,high,8.0 22.0,8,1701.0,8
683246.0 11.0 11.0,683246.0,low,11.0 11.0,2,1727.0,2
683246.0 11.0 21.0,683246.0,low,11.0 21.0,8,2029.0,8
683246.0 3.0 11.0,683246.0,low,3.0 11.0,8,2092.0,8
683246.0 4.0 21.0,683246.0,low,4.0 21.0,8,1734.0,8
683246.0 7.0 11.0,683246.0,low,7.0 11.0,8,1899.0,8
683246.0 8.0 21.0,683246.0,low,8.0 21.0,8,1851.0,8
683250.0 11.0 11.0,683250.0,high,11.0 11.0,8,2319.0,8
683250.0 11.0 21.0,683250.0,high,11.0 21.0,8,2238.0,8
683250.0 3.0 11.0,683250.0,high,3.0 11.0,8,2448.0,8
683250.0 4.0 21.0,683250.0,high,4.0 21.0,8,2097.0,8
683250.0 7.0 11.0,683250.0,high,7.0 11.0,8,2270.0,8
683250.0 8.0 21.0,683250.0,high,8.0 21.0,8,2240.0,8
683250.0 11.0 12.0,683250.0,low,11.0 12.0,8,2235.0,8
683250.0 11.0 22.0,683250.0,low,11.0 22.0,7,2254.0,7
683250.0 3.0 12.0,683250.0,low,3.0 12.0,8,2225.0,8
683250.0 4.0 22.0,683250.0,low,4.0 22.0,8,1954.0,8
683250.0 7.0 12.0,683250.0,low,7.0 12.0,8,2077.0,8
683250.0 8.0 22.0,683250.0,low,8.0 22.0,8,1974.0,8
683251.0 11.0 11.0,683251.0,high,11.0 11.0,8,2801.0,8
683251.0 11.0 21.0,683251.0,high,11.0 21.0,8,2529.0,8
683251.0 3.0 11.0,683251.0,high,3.0 11.0,8,2981.0,8
683251.0 4.0 21.0,683251.0,high,4.0 21.0,8,2644.0,8
683251.0 7.0 11.0,683251.0,high,7.0 11.0,8,2633.0,8
683251.0 8.0 21.0,683251.0,high,8.0 21.0,8,2489.0,8
683251.0 11.0 12.0,683251.0,low,11.0 12.0,8,2450.0,8
683251.0 11.0 22.0,683251.0,low,11.0 22.0,8,2516.0,8
683251.0 3.0 12.0,683251.0,low,3.0 12.0,8,2550.0,8
683251.0 4.0 22.0,683251.0,low,4.0 22.0,8,2397.0,8
683251.0 7.0 12.0,683251.0,low,7.0 12.0,8,2590.0,8
683251.0 8.0 22.0,683251.0,low,8.0 22.0,8,2706.0,8
683252.0 11.0 12.0,683252.0,high,11.0 12.0,8,1925.0,8
683252.0 11.0 22.0,683252.0,high,11.0 22.0,8,1763.0,8
683252.0 3.0 12.0,683252.0,high,3.0 12.0,7,1951.0,7
683252.0 4.0 22.0,683252.0,high,4.0 22.0,8,1720.0,8
683252.0 7.0 12.0,683252.0,high,7.0 12.0,8,1481.0,8
683252.0 8.0 22.0,683252.0,high,8.0 22.0,8,2308.0,8
683252.0 11.0 11.0,683252.0,low,11.0 11.0,8,1564.0,8
683252.0 11.0 21.0,683252.0,low,11.0 21.0,8,1808.0,8
683252.0 3.0 11.0,683252.0,low,3.0 11.0,8,1680.0,8
683252.0 4.0 21.0,683252.0,low,4.0 21.0,8,1600.0,8
683252.0 7.0 11.0,683252.0,low,7.0 11.0,7,1715.0,7
683252.0 8.0 21.0,683252.0,low,8.0 21.0,8,1776.0,8
683257.0 11.0 12.0,683257.0,high,11.0 12.0,8,2650.0,8
683257.0 11.0 22.0,683257.0,high,11.0 22.0,8,2703.0,8
683257.0 3.0 12.0,683257.0,high,3.0 12.0,8,2599.0,8
683257.0 4.0 22.0,683257.0,high,4.0 22.0,8,3095.0,8
683257.0 7.0 12.0,683257.0,high,7.0 12.0,8,2580.0,8
683257.0 8.0 22.0,683257.0,high,8.0 22.0,8,2840.0,8
683257.0 11.0 11.0,683257.0,low,11.0 11.0,8,2669.0,8
683257.0 11.0 21.0,683257.0,low,11.0 21.0,8,2652.0,8
683257.0 3.0 11.0,683257.0,low,3.0 11.0,8,3185.0,8
683257.0 4.0 21.0,683257.0,low,4.0 21.0,8,2523.0,8
683257.0 7.0 11.0,683257.0,low,7.0 11.0,8,2613.0,8
683257.0 8.0 21.0,683257.0,low,8.0 21.0,8,2544.0,8
683259.0 11.0 12.0,683259.0,high,11.0 12.0,7,1661.0,7
683259.0 11.0 22.0,683259.0,high,11.0 22.0,8,2224.0,8
683259.0 3.0 12.0,683259.0,high,3.0 12.0,7,1932.0,7
683259.0 4.0 22.0,683259.0,high,4.0 22.0,7,1609.0,7
683259.0 7.0 12.0,683259.0,high,7.0 12.0,7,1722.0,7
683259.0 8.0 22.0,683259.0,high,8.0 22.0,7,1928.0,7
683259.0 11.0 11.0,683259.0,low,11.0 11.0,7,1880.0,7
683259.0 11.0 21.0,683259.0,low,11.0 21.0,7,1662.0,7
683259.0 3.0 11.0,683259.0,low,3.0 11.0,8,2219.0,8
683259.0 4.0 21.0,683259.0,low,4.0 21.0,7,1829.0,7
683259.0 7.0 11.0,683259.0,low,7.0 11.0,7,1762.0,7
683259.0 8.0 21.0,683259.0,low,8.0 21.0,8,2414.0,8
683264.0 11.0 11.0,683264.0,high,11.0 11.0,8,1436.0,8
683264.0 11.0 21.0,683264.0,high,11.0 21.0,8,2073.0,8
683264.0 3.0 11.0,683264.0,high,3.0 11.0,8,2084.0,8
683264.0 4.0 21.0,683264.0,high,4.0 21.0,7,1433.0,7
683264.0 7.0 11.0,683264.0,high,7.0 11.0,8,1471.0,8
683264.0 8.0 21.0,683264.0,high,8.0 21.0,8,1611.0,8
683264.0 11.0 12.0,683264.0,low,11.0 12.0,8,1764.0,8
683264.0 11.0 22.0,683264.0,low,11.0 22.0,8,1764.0,8
683264.0 3.0 12.0,683264.0,low,3.0 12.0,8,1807.0,8
683264.0 4.0 22.0,683264.0,low,4.0 22.0,8,2077.0,8
683264.0 7.0 12.0,683264.0,low,7.0 12.0,8,2405.0,8
683264.0 8.0 22.0,683264.0,low,8.0 22.0,8,1969.0,8
683265.0 11.0 11.0,683265.0,high,11.0 11.0,7,2407.0,7
683265.0 11.0 21.0,683265.0,high,11.0 21.0,8,2089.0,8
683265.0 3.0 11.0,683265.0,high,3.0 11.0,7,1732.0,7
683265.0 4.0 21.0,683265.0,high,4.0 21.0,7,1858.0,7
683265.0 7.0 11.0,683265.0,high,7.0 11.0,6,1680.0,6
683265.0 8.0 21.0,683265.0,high,8.0 21.0,6,2228.0,6
683265.0 11.0 12.0,683265.0,low,11.0 12.0,6,2092.0,6
683265.0 11.0 22.0,683265.0,low,11.0 22.0,6,2053.0,6
683265.0 3.0 12.0,683265.0,low,3.0 12.0,6,2102.0,6
683265.0 4.0 22.0,683265.0,low,4.0 22.0,7,2255.0,7
683265.0 7.0 12.0,683265.0,low,7.0 12.0,4,1141.0,4
683265.0 8.0 22.0,683265.0,low,8.0 22.0,6,1985.0,6
683284.0 11.0 12.0,683284.0,high,11.0 12.0,7,2058.0,7
683284.0 11.0 22.0,683284.0,high,11.0 22.0,8,2119.0,8
683284.0 3.0 12.0,683284.0,high,3.0 12.0,7,1956.0,7
683284.0 4.0 22.0,683284.0,high,4.0 22.0,8,2099.0,8
683284.0 7.0 12.0,683284.0,high,7.0 12.0,7,5143.0,7
683284.0 8.0 22.0,683284.0,high,8.0 22.0,8,1810.0,8
683284.0 11.0 11.0,683284.0,low,11.0 11.0,7,1636.0,7
683284.0 11.0 21.0,683284.0,low,11.0 21.0,6,1430.0,6
683284.0 3.0 11.0,683284.0,low,3.0 11.0,6,1501.0,6
683284.0 4.0 21.0,683284.0,low,4.0 21.0,7,1746.0,7
683284.0 7.0 11.0,683284.0,low,7.0 11.0,7,1652.0,7
683284.0 8.0 21.0,683284.0,low,8.0 21.0,8,1669.0,8
683302.0 11.0 11.0,683302.0,high,11.0 11.0,8,2025.0,8
683302.0 11.0 21.0,683302.0,high,11.0 21.0,8,1626.0,8
683302.0 3.0 11.0,683302.0,high,3.0 11.0,8,2969.0,8
683302.0 4.0 21.0,683302.0,high,4.0 21.0,8,1983.0,8
683302.0 7.0 11.0,683302.0,high,7.0 11.0,8,2659.0,8
683302.0 8.0 21.0,683302.0,high,8.0 21.0,8,1882.0,8
683302.0 11.0 12.0,683302.0,low,11.0 12.0,8,2176.0,8
683302.0 11.0 22.0,683302.0,low,11.0 22.0,8,1757.0,8
683302.0 3.0 12.0,683302.0,low,3.0 12.0,8,1794.0,8
683302.0 4.0 22.0,683302.0,low,4.0 22.0,8,2092.0,8
683302.0 7.0 12.0,683302.0,low,7.0 12.0,8,2024.0,8
683302.0 8.0 22.0,683302.0,low,8.0 22.0,8,1767.0,8
683305.0 11.0 12.0,683305.0,high,11.0 12.0,8,2372.0,8
683305.0 11.0 22.0,683305.0,high,11.0 22.0,8,1868.0,8
683305.0 3.0 12.0,683305.0,high,3.0 12.0,7,1950.0,7
683305.0 4.0 22.0,683305.0,high,4.0 22.0,8,2095.0,8
683305.0 7.0 12.0,683305.0,high,7.0 12.0,8,2263.0,8
683305.0 8.0 22.0,683305.0,high,8.0 22.0,8,1979.0,8
683305.0 11.0 11.0,683305.0,low,11.0 11.0,8,2136.0,8
683305.0 11.0 21.0,683305.0,low,11.0 21.0,8,4592.0,8
683305.0 3.0 11.0,683305.0,low,3.0 11.0,8,3363.0,8
683305.0 4.0 21.0,683305.0,low,4.0 21.0,8,3312.0,8
683305.0 7.0 11.0,683305.0,low,7.0 11.0,8,2170.0,8
683305.0 8.0 21.0,683305.0,low,8.0 21.0,8,1867.0,8
683308.0 11.0 11.0,683308.0,high,11.0 11.0,8,2419.0,8
683308.0 11.0 21.0,683308.0,high,11.0 21.0,8,2088.0,8
683308.0 3.0 11.0,683308.0,high,3.0 11.0,8,2536.0,8
683308.0 4.0 21.0,683308.0,high,4.0 21.0,8,2134.0,8
683308.0 7.0 11.0,683308.0,high,7.0 11.0,8,2341.0,8
683308.0 8.0 21.0,683308.0,high,8.0 21.0,8,2318.0,8
683308.0 11.0 12.0,683308.0,low,11.0 12.0,8,2026.0,8
683308.0 11.0 22.0,683308.0,low,11.0 22.0,8,2090.0,8
683308.0 3.0 12.0,683308.0,low,3.0 12.0,8,2116.0,8
683308.0 4.0 22.0,683308.0,low,4.0 22.0,8,2825.0,8
683308.0 7.0 12.0,683308.0,low,7.0 12.0,8,2110.0,8
683308.0 8.0 22.0,683308.0,low,8.0 22.0,8,2093.0,8
683358.0 11.0 12.0,683358.0,high,11.0 12.0,7,2087.0,7
683358.0 11.0 22.0,683358.0,high,11.0 22.0,8,2106.0,8
683358.0 3.0 12.0,683358.0,high,3.0 12.0,8,2212.0,8
683358.0 4.0 22.0,683358.0,high,4.0 22.0,8,4375.0,8
683358.0 7.0 12.0,683358.0,high,7.0 12.0,7,1813.0,7
683358.0 8.0 22.0,683358.0,high,8.0 22.0,8,1635.0,8
683358.0 11.0 11.0,683358.0,low,11.0 11.0,8,2239.0,8
683358.0 11.0 21.0,683358.0,low,11.0 21.0,7,1935.0,7
683358.0 3.0 11.0,683358.0,low,3.0 11.0,8,2045.0,8
683358.0 4.0 21.0,683358.0,low,4.0 21.0,8,2275.0,8
683358.0 7.0 11.0,683358.0,low,7.0 11.0,7,1732.0,7
683358.0 8.0 21.0,683358.0,low,8.0 21.0,7,1686.0,7
684252.0 11.0 11.0,684252.0,high,11.0 11.0,7,2269.0,7
684252.0 11.0 21.0,684252.0,high,11.0 21.0,8,2406.0,8
684252.0 3.0 11.0,684252.0,high,3.0 11.0,7,2417.0,7
684252.0 4.0 21.0,684252.0,high,4.0 21.0,8,2303.0,8
684252.0 7.0 11.0,684252.0,high,7.0 11.0,8,2369.0,8
684252.0 8.0 21.0,684252.0,high,8.0 21.0,8,2822.0,8
684252.0 11.0 12.0,684252.0,low,11.0 12.0,6,2574.0,6
684252.0 11.0 22.0,684252.0,low,11.0 22.0,6,2451.0,6
684252.0 3.0 12.0,684252.0,low,3.0 12.0,8,3119.0,8
684252.0 4.0 22.0,684252.0,low,4.0 22.0,7,2153.0,7
684252.0 7.0 12.0,684252.0,low,7.0 12.0,7,1979.0,7
684252.0 8.0 22.0,684252.0,low,8.0 22.0,8,2453.0,8
684262.0 11.0 11.0,684262.0,high,11.0 11.0,8,2566.0,8
684262.0 11.0 21.0,684262.0,high,11.0 21.0,8,2453.0,8
684262.0 3.0 11.0,684262.0,high,3.0 11.0,8,2495.0,8
684262.0 4.0 21.0,684262.0,high,4.0 21.0,8,1483.0,8
684262.0 7.0 11.0,684262.0,high,7.0 11.0,8,2168.0,8
684262.0 8.0 21.0,684262.0,high,8.0 21.0,8,2230.0,8
684262.0 11.0 12.0,684262.0,low,11.0 12.0,8,2042.0,8
684262.0 11.0 22.0,684262.0,low,11.0 22.0,8,2489.0,8
684262.0 3.0 12.0,684262.0,low,3.0 12.0,8,2257.0,8
684262.0 4.0 22.0,684262.0,low,4.0 22.0,8,2142.0,8
684262.0 7.0 12.0,684262.0,low,7.0 12.0,8,2315.0,8
684262.0 8.0 22.0,684262.0,low,8.0 22.0,8,2234.0,8
