,Group,environment_binary[T.1],price_displayed,fatigue
672595.0,-0.3729334637182653,0.04267960691419356,0.042480078431132454,-1.7506842970980635e-05
672596.0,0.37711336144215124,-0.40735008363834785,0.03632975410239028,0.0006946599239544304
672611.0,-0.07649829043143186,0.06487499567380375,0.04794818610928846,6.939152834298601e-06
672614.0,-0.40281664863001826,0.034071481792391944,0.07042849451804278,-7.433550013160953e-05
672655.0,-0.009294692429874296,-0.13279001137386925,0.06454167411654678,8.027560214970451e-05
674197.0,-0.09773257281513045,0.06937420881586767,-0.02871883579393859,2.399004990675651e-05
675515.0,-0.1682419372600398,0.04982880253959121,0.014575404239166449,1.402615764876884e-05
675579.0,-0.00019116239314926828,-0.004679230448590237,0.06318529283270347,-3.0373579825418963e-06
675592.0,0.5595880550154786,-0.050124078111148995,0.006494834820313121,-3.41102234782768e-05
675610.0,-0.14971362989034587,0.3360527228179342,0.06042276390992987,0.00024392684751644024
675625.0,-0.08731632646916267,0.06513332128021171,0.015249818765023905,-4.9064213538553135e-05
675631.0,0.06069250935144556,0.02513446355974079,0.04853897084224409,-2.638307002227649e-05
675635.0,0.025680662667516098,0.017586167575144196,-0.04946152051381435,-4.491639993517817e-05
675636.0,0.04327179970980857,0.018700546520920125,0.04513454133335534,-3.3443009376181755e-05
675643.0,-0.02510119399179119,0.003823297526668528,0.0166990070755311,1.145667689046367e-05
675654.0,-0.19088055843008245,0.14957267260815552,0.025947172628223634,3.466404568337408e-05
675662.0,-0.2513218108440449,0.025460931638517953,0.0452816122029983,-7.455243455630363e-05
675664.0,-0.2388137407990603,0.03865604112322298,0.06771421547054615,7.545489932166091e-05
675665.0,-0.26410271103290195,0.04666310966764164,0.02269633374616328,1.917979783202912e-05
675669.0,0.06537644961964129,-0.009830820442383467,0.051132791287971456,-2.5901807292716232e-05
675670.0,-0.033131819147551284,0.05586244263866116,-0.01899009825224597,-2.0839215374576394e-06
675690.0,-0.07596785399946297,0.027489041633119528,0.03782298119607082,-5.5125067016326155e-05
675732.0,0.08634950793160132,-0.05850765669678419,-0.033786075485256785,-0.00014536858788251979
676774.0,0.06261451694562647,0.06431695292849393,0.037835030597973204,-4.0045855417873634e-05
680108.0,0.0119946117753999,-0.029288082241847393,0.03329306074018027,-1.4923770777572311e-05
680109.0,-0.09828803519977833,0.03559534847910408,0.05066453684963384,-6.205502138198487e-05
680110.0,0.33224152689760156,0.07237312911663993,-0.1406716635212954,-0.00010865960499221193
680112.0,0.05612561004447986,-0.1242542173299564,-0.005708016235769279,3.1590086326994e-05
680113.0,-0.031423838614227886,0.033766108383388366,-0.01739219639445466,-5.336667492747715e-05
680115.0,-0.20836508947517046,0.027006264991097012,0.03707465945395845,1.0752558908819306e-05
680118.0,0.03660765228390005,0.0759935183335255,-0.0821814387787898,8.56727140207601e-05
680125.0,-0.07800753902571328,0.021445081921910865,-0.04845810658860257,-6.256562974015745e-05
680126.0,-0.13716537958856945,0.11272589109713643,0.00980473487806718,6.816094693847839e-05
680127.0,0.021512315144762706,-0.07366650597107685,0.02778072364286719,5.994701960490987e-05
680129.0,-0.03028607689922684,0.10053071273481431,0.0023348229279725203,8.400047157227519e-05
680136.0,-0.09097777397139171,0.07600696684441183,0.04097489294264091,-3.3115736576832694e-05
680155.0,0.460105792282648,-0.06612973564888643,-0.157763952497428,0.00016414671776587996
680156.0,-0.0036937457995305026,-0.008837370902067588,0.04147262056259577,-2.976616442089192e-05
680167.0,0.0312560313792294,0.07069086804247289,0.01396273526518028,5.516539260959633e-05
680168.0,0.7384159105395882,-0.4338312674752294,-0.1754458133289259,0.00012172416562189652
680171.0,0.00603217200070752,0.030682806868118487,0.0637744818706959,-5.355317109574402e-05
680257.0,-0.14267747475996082,-0.014302060853720232,0.056728048151483995,-1.5422182218070523e-06
681086.0,-0.027132341232057912,-0.0021583866904301974,0.025639919723836366,-3.0305240376243072e-05
683238.0,0.5510637618999213,0.03237791826233222,-0.2630707774947973,0.00026472511009149766
683239.0,-0.1700971978891979,0.11950023268815074,0.015977547385709716,-2.7143365424403255e-05
683240.0,-0.056426588005003844,-0.07997092941007485,0.037566750370321124,-7.999474805256512e-05
683241.0,0.1829877794022638,-0.05859872773920388,-0.08993885271526106,0.00012069407751555041
683243.0,-0.042009234590216785,-0.044051000517635656,-0.01976461471376434,1.7759209033792328e-05
683244.0,0.0498004470268642,-0.10604851511696226,-0.06233746102761502,-3.175692860670355e-05
683245.0,-0.054532494189520775,-0.05696274818179535,-0.08325853694277215,-1.4174890242177302e-06
683246.0,-0.11661901310889662,0.03112800794413189,0.05459155652929819,3.5228688723360327e-06
683250.0,-0.0021086725508843787,0.01596078493524452,0.056776818767236864,-1.608685780225711e-05
683251.0,0.2956692144596623,0.06587496132068413,-0.09019638715968104,-1.0907828644996583e-05
683252.0,-0.21315196964750222,0.026006192614151394,0.04280492834678952,-3.953140967340603e-05
683257.0,0.06991592817722131,0.07455493715585745,0.051876908734606125,-1.0123785830229974e-05
683259.0,-0.1414236478667882,-0.018525168808979788,-0.001060511914060468,-0.00010746258150942837
683264.0,-0.15943828877334912,-0.03291356334860283,0.05839444636261641,-6.667579225321942e-05
683265.0,0.021184707177389656,0.15138628397730322,-0.13259689785134152,-2.6871357761417815e-05
683284.0,-0.2570120849023878,0.024067438571456296,0.05258541607201923,-3.705711246519496e-05
683302.0,-0.01608264090578268,-0.014975640363818331,0.04840408683861321,-6.689667687271435e-05
683305.0,0.17909333043470033,0.028588908978396152,0.03937089367310716,-3.5038622140160446e-05
683308.0,-9.211636212628008e-05,-0.005584628250288307,0.056730302749689085,3.8279438238852966e-05
683358.0,0.047378392703091146,-0.0016298052808508788,-0.06311925939141373,-5.1224278376446985e-05
684252.0,0.029470645720880193,-0.05459280857482466,0.053902492145109324,-2.0913927459177367e-05
684262.0,0.1794831147738733,-0.03442059005592062,-0.031926170860154646,-5.521578616802622e-05
