Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin rt,plugins end time,start_time
75,1551019869165,24/02/2019 14:51:09,1551019869067,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
76,1551019869165,24/02/2019 14:51:09,1551019869068,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
77,1551019869274,24/02/2019 14:51:09,1551019869238,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,65,40,1.8,low-high,low,11,fishing,fishing-l,null,65.24499999795808,1551019869133,1551019869068
78,1551019869445,24/02/2019 14:51:09,1551019869402,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,59,40,1.8,low-high,low,11,fishing,fishing-l,null,58.724999995320104,1551019869298,1551019869239
79,1551019869602,24/02/2019 14:51:09,1551019869569,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,63,40,1.8,low-high,low,11,fishing,fishing-l,null,63.444999999774154,1551019869467,1551019869404
80,1551019869820,24/02/2019 14:51:09,1551019869784,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,112,40,1.8,low-high,low,11,fishing,fishing-l,null,112.04500000167172,1551019869682,1551019869570
81,1551019869993,24/02/2019 14:51:09,1551019869952,0,24/02/2019 14:51:09,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,64,40,1.8,low-high,low,11,fishing,fishing-l,null,64.36499999836087,1551019869849,1551019869785
82,1551019870164,24/02/2019 14:51:10,1551019870132,0,24/02/2019 14:51:10,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,77,40,1.8,low-high,low,11,fishing,fishing-l,null,77.05500000156462,1551019870030,1551019869953
83,1551019870352,24/02/2019 14:51:10,1551019870328,0,24/02/2019 14:51:10,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,91,40,1.8,low-high,low,11,fishing,fishing-l,null,90.5949999942095,1551019870224,1551019870133
84,1551019870572,24/02/2019 14:51:10,1551019870533,0,24/02/2019 14:51:10,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,98,40,1.8,low-high,low,11,fishing,fishing-l,null,97.09499999735272,1551019870427,1551019870329
85,1551019870774,24/02/2019 14:51:10,1551019870729,0,24/02/2019 14:51:10,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,92,40,1.8,low-high,low,11,fishing,fishing-l,null,92.51500000391388,1551019870626,1551019870534
86,1551019870915,24/02/2019 14:51:10,1551019870892,0,24/02/2019 14:51:10,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,58,40,1.8,low-high,low,11,fishing,fishing-l,null,57.430000000749715,1551019870788,1551019870730
87,1551019871118,24/02/2019 14:51:11,1551019871078,0,24/02/2019 14:51:11,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,78,40,1.8,low-high,low,11,fishing,fishing-l,null,78.32499999494758,1551019870972,1551019870894
88,1551019871321,24/02/2019 14:51:11,1551019871285,0,24/02/2019 14:51:11,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,104,40,1.8,low-high,low,11,fishing,fishing-l,null,103.6450000028708,1551019871184,1551019871080
89,1551019871493,24/02/2019 14:51:11,1551019871470,0,24/02/2019 14:51:11,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,79,40,1.8,low-high,low,11,fishing,fishing-l,null,78.63999999972293,1551019871365,1551019871286
90,1551019871727,24/02/2019 14:51:11,1551019871682,0,24/02/2019 14:51:11,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,105,40,1.8,low-high,low,11,fishing,fishing-l,null,105.30499999731546,1551019871576,1551019871471
91,1551019871915,24/02/2019 14:51:11,1551019871891,0,24/02/2019 14:51:11,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,1.8,low-high,low,11,fishing,fishing-l,null,102.34499999933178,1551019871788,1551019871685
92,1551019872102,24/02/2019 14:51:12,1551019872071,0,24/02/2019 14:51:12,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,74,40,1.8,low-high,low,11,fishing,fishing-l,null,73.25999999738997,1551019871966,1551019871892
93,1551019872243,24/02/2019 14:51:12,1551019872216,0,24/02/2019 14:51:12,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,41,40,1.8,low-high,low,11,fishing,fishing-l,null,40.989999994053505,1551019872113,1551019872072
94,1551019872430,24/02/2019 14:51:12,1551019872390,0,24/02/2019 14:51:12,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,70,40,1.8,low-high,low,11,fishing,fishing-l,null,69.99999999970896,1551019872287,1551019872217
95,1551019872619,24/02/2019 14:51:12,1551019872582,0,24/02/2019 14:51:12,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,88,40,1.8,low-high,low,11,fishing,fishing-l,null,87.80500000284519,1551019872479,1551019872391
96,1551019872774,24/02/2019 14:51:12,1551019872738,0,24/02/2019 14:51:12,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,51,40,1.8,low-high,low,11,fishing,fishing-l,null,51.51000000478234,1551019872634,1551019872583
97,1551019872899,24/02/2019 14:51:12,1551019872879,0,24/02/2019 14:51:12,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,35,40,1.8,low-high,low,11,fishing,fishing-l,null,34.15500000119209,1551019872774,1551019872739
98,1551019873071,24/02/2019 14:51:13,1551019873034,0,24/02/2019 14:51:13,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,50,40,1.8,low-high,low,11,fishing,fishing-l,null,49.97000000003027,1551019872930,1551019872880
99,1551019873259,24/02/2019 14:51:13,1551019873226,0,24/02/2019 14:51:13,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,86,40,1.8,low-high,low,11,fishing,fishing-l,null,86.04499999637483,1551019873122,1551019873036
100,1551019873415,24/02/2019 14:51:13,1551019873389,0,24/02/2019 14:51:13,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,61,40,1.8,low-high,low,11,fishing,fishing-l,null,60.945000004721805,1551019873288,1551019873227
101,1551019873634,24/02/2019 14:51:13,1551019873592,0,24/02/2019 14:51:13,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,100,40,1.8,low-high,low,11,fishing,fishing-l,null,100.29000000213273,1551019873491,1551019873391
102,1551019873868,24/02/2019 14:51:13,1551019873798,0,24/02/2019 14:51:13,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,1.8,low-high,low,11,fishing,fishing-l,null,102.87000000244007,1551019873697,1551019873594
103,1551019874056,24/02/2019 14:51:14,1551019874021,0,24/02/2019 14:51:14,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,119,40,1.8,low-high,low,11,fishing,fishing-l,null,117.83999999897787,1551019873919,1551019873800
104,1551019874259,24/02/2019 14:51:14,1551019874226,0,24/02/2019 14:51:14,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,99,40,1.8,low-high,low,11,fishing,fishing-l,null,98.18000000086613,1551019874121,1551019874022
105,1551019874446,24/02/2019 14:51:14,1551019874422,0,24/02/2019 14:51:14,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,90,40,1.8,low-high,low,11,fishing,fishing-l,null,89.09999999741558,1551019874317,1551019874227
106,1551019874650,24/02/2019 14:51:14,1551019874613,0,24/02/2019 14:51:14,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,87,40,1.8,low-high,low,11,fishing,fishing-l,null,86.41999999963446,1551019874510,1551019874423
107,1551019874821,24/02/2019 14:51:14,1551019874793,0,24/02/2019 14:51:14,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,74,40,1.8,low-high,low,11,fishing,fishing-l,null,74.22500000393484,1551019874689,1551019874615
108,1551019875025,24/02/2019 14:51:15,1551019874985,0,24/02/2019 14:51:14,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,88,40,1.8,low-high,low,11,fishing,fishing-l,null,87.455000000773,1551019874882,1551019874794
109,1551019875212,24/02/2019 14:51:15,1551019875182,0,24/02/2019 14:51:15,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,90,40,1.8,low-high,low,11,fishing,fishing-l,null,90.02000000327826,1551019875076,1551019874986
110,1551019875400,24/02/2019 14:51:15,1551019875362,0,24/02/2019 14:51:15,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,76,40,1.8,low-high,low,11,fishing,fishing-l,null,74.9500000019907,1551019875259,1551019875183
111,1551019875571,24/02/2019 14:51:15,1551019875548,0,24/02/2019 14:51:15,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,82,40,1.8,low-high,low,11,fishing,fishing-l,null,81.20500000222819,1551019875445,1551019875363
112,1551019875775,24/02/2019 14:51:15,1551019875745,0,24/02/2019 14:51:15,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,93,40,1.8,low-high,low,11,fishing,fishing-l,null,92.14999999676365,1551019875642,1551019875549
113,1551019875978,24/02/2019 14:51:15,1551019875937,0,24/02/2019 14:51:15,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,84,40,1.8,low-high,low,11,fishing,fishing-l,null,84.38000000023749,1551019875831,1551019875747
114,1551019876141,24/02/2019 14:51:16,1551019876100,0,24/02/2019 14:51:16,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,58,40,1.8,low-high,low,11,fishing,fishing-l,null,57.790000006207265,1551019875996,1551019875938
115,1551019876313,24/02/2019 14:51:16,1551019876285,0,24/02/2019 14:51:16,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,83,40,1.8,low-high,low,11,fishing,fishing-l,null,82.4300000022049,1551019876184,1551019876101
116,1551019876485,24/02/2019 14:51:16,1551019876454,0,24/02/2019 14:51:16,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,67,40,1.8,low-high,low,11,fishing,fishing-l,null,66.31999999808613,1551019876353,1551019876286
117,1551019876657,24/02/2019 14:51:16,1551019876629,0,24/02/2019 14:51:16,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,73,40,1.8,low-high,low,11,fishing,fishing-l,null,73.02500000514556,1551019876528,1551019876455
118,1551019876814,24/02/2019 14:51:16,1551019876790,0,24/02/2019 14:51:16,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,57,40,1.8,low-high,low,11,fishing,fishing-l,null,57.37999999837484,1551019876688,1551019876631
119,1551019877003,24/02/2019 14:51:17,1551019876970,0,24/02/2019 14:51:16,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,73,40,1.8,low-high,low,11,fishing,fishing-l,null,72.78499999665655,1551019876864,1551019876791
120,1551019877159,24/02/2019 14:51:17,1551019877127,0,24/02/2019 14:51:17,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,54,40,1.8,low-high,low,11,fishing,fishing-l,null,53.39000000094529,1551019877025,1551019876971
121,1551019877362,24/02/2019 14:51:17,1551019877301,0,24/02/2019 14:51:17,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,72,40,1.8,low-high,low,11,fishing,fishing-l,null,71.6900000043097,1551019877200,1551019877128
122,1551019877518,24/02/2019 14:51:17,1551019877492,0,24/02/2019 14:51:17,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,89,40,1.8,low-high,low,11,fishing,fishing-l,null,88.5100000014063,1551019877391,1551019877302
123,1551019877706,24/02/2019 14:51:17,1551019877685,0,24/02/2019 14:51:17,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,88,40,1.8,low-high,low,11,fishing,fishing-l,null,87.82999999675667,1551019877581,1551019877493
124,1551019877909,24/02/2019 14:51:17,1551019877870,0,24/02/2019 14:51:17,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,78,40,1.8,low-high,low,11,fishing,fishing-l,null,78.52499999717111,1551019877764,1551019877686
125,1551019878128,24/02/2019 14:51:18,1551019878096,0,24/02/2019 14:51:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,122,40,1.8,low-high,low,11,fishing,fishing-l,null,121.72999999893364,1551019877993,1551019877871
126,1551019878331,24/02/2019 14:51:18,1551019878306,0,24/02/2019 14:51:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,105,40,1.8,low-high,low,11,fishing,fishing-l,null,105.16500000085216,1551019878203,1551019878098
127,1551019878567,24/02/2019 14:51:18,1551019878519,0,24/02/2019 14:51:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,110,40,1.8,low-high,low,11,fishing,fishing-l,null,110.33000000315951,1551019878417,1551019878307
128,1551019878832,24/02/2019 14:51:18,1551019878799,0,24/02/2019 14:51:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,177,40,1.8,low-high,low,11,fishing,fishing-l,null,176.42000000341795,1551019878697,1551019878520
129,1551019879026,24/02/2019 14:51:19,1551019879001,0,24/02/2019 14:51:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,96,40,1.8,low-high,low,11,fishing,fishing-l,null,95.87499999906868,1551019878896,1551019878800
130,1551019879245,24/02/2019 14:51:19,1551019879208,0,24/02/2019 14:51:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,104,40,1.8,low-high,low,11,fishing,fishing-l,null,103.19500000332482,1551019879106,1551019879002
131,1551019879464,24/02/2019 14:51:19,1551019879438,0,24/02/2019 14:51:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,125,40,1.8,low-high,low,11,fishing,fishing-l,null,125.1750000010361,1551019879334,1551019879209
132,1551019879667,24/02/2019 14:51:19,1551019879635,0,24/02/2019 14:51:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,90,40,1.8,low-high,low,11,fishing,fishing-l,null,90.12499999516876,1551019879529,1551019879439
133,1551019879870,24/02/2019 14:51:19,1551019879838,0,24/02/2019 14:51:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,99,40,1.8,low-high,low,11,fishing,fishing-l,null,98.70499999669846,1551019879735,1551019879636
