Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin rt,plugins end time,start_time
529,1551019997579,24/02/2019 14:53:17,1551019997552,0,24/02/2019 14:53:17,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,87,40,1.8,low-high,low,11,fishing,fishing-l,null,86.41999999963446,1551019997446,1551019997359
530,1551019997767,24/02/2019 14:53:17,1551019997734,0,24/02/2019 14:53:17,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,78,40,1.8,low-high,low,11,fishing,fishing-l,null,77.6350000014645,1551019997632,1551019997554
531,1551019997955,24/02/2019 14:53:17,1551019997926,0,24/02/2019 14:53:17,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,88,40,1.8,low-high,low,11,fishing,fishing-l,null,87.72999999928288,1551019997824,1551019997736
532,1551019998142,24/02/2019 14:53:18,1551019998116,0,24/02/2019 14:53:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,83,40,1.8,low-high,low,11,fishing,fishing-l,null,82.72500000020955,1551019998012,1551019997929
533,1551019998330,24/02/2019 14:53:18,1551019998298,0,24/02/2019 14:53:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,76,40,1.8,low-high,low,11,fishing,fishing-l,null,75.05500000115717,1551019998193,1551019998117
534,1551019998506,24/02/2019 14:53:18,1551019998479,0,24/02/2019 14:53:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,73,40,1.8,low-high,low,11,fishing,fishing-l,null,72.92499999311985,1551019998373,1551019998300
535,1551019998663,24/02/2019 14:53:18,1551019998635,0,24/02/2019 14:53:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,49,40,1.8,low-high,low,11,fishing,fishing-l,null,48.60999999800697,1551019998530,1551019998481
536,1551019998819,24/02/2019 14:53:18,1551019998792,0,24/02/2019 14:53:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,51,40,1.8,low-high,low,11,fishing,fishing-l,null,50.82000000402331,1551019998688,1551019998637
537,1551019999022,24/02/2019 14:53:19,1551019998995,0,24/02/2019 14:53:18,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,98,40,1.8,low-high,low,11,fishing,fishing-l,null,97.73499999573687,1551019998892,1551019998794
538,1551019999241,24/02/2019 14:53:19,1551019999209,0,24/02/2019 14:53:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,107,40,1.8,low-high,low,11,fishing,fishing-l,null,106.87500000494765,1551019999104,1551019998997
539,1551019999450,24/02/2019 14:53:19,1551019999425,0,24/02/2019 14:53:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,110,40,1.8,low-high,low,11,fishing,fishing-l,null,109.97000000497792,1551019999320,1551019999210
540,1551019999657,24/02/2019 14:53:19,1551019999627,0,24/02/2019 14:53:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,96,40,1.8,low-high,low,11,fishing,fishing-l,null,95.2049999978044,1551019999522,1551019999426
541,1551019999874,24/02/2019 14:53:19,1551019999836,0,24/02/2019 14:53:19,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,1.8,low-high,low,11,fishing,fishing-l,null,102.48499999579508,1551019999731,1551019999628
542,1551020000063,24/02/2019 14:53:20,1551020000013,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,70,40,1.8,low-high,low,11,fishing,fishing-l,null,69.82499999867287,1551019999908,1551019999838
543,1551020000219,24/02/2019 14:53:20,1551020000126,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,null,null,1.8,low-high,low,11,fishing,fishing-l,null,null,null,1551020000015
544,1551020000329,24/02/2019 14:53:20,1551020000128,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
545,1551020000329,24/02/2019 14:53:20,1551020000130,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
546,1551020000329,24/02/2019 14:53:20,1551020000131,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
547,1551020000329,24/02/2019 14:53:20,1551020000131,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
548,1551020000329,24/02/2019 14:53:20,1551020000132,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,,,null,low-high,low,11,null,caller,null,,,
549,1551020000438,24/02/2019 14:53:20,1551020000404,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,170,40,0.3,low-high,low,11,fishing,fishing-l,null,169.4199999983539,1551020000302,1551020000132
550,1551020000641,24/02/2019 14:53:20,1551020000615,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,0.3,low-high,low,11,fishing,fishing-l,null,102.70000000309665,1551020000509,1551020000406
551,1551020000876,24/02/2019 14:53:20,1551020000823,0,24/02/2019 14:53:20,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,105,40,0.3,low-high,low,11,fishing,fishing-l,null,104.65500000282191,1551020000721,1551020000616
552,1551020001047,24/02/2019 14:53:21,1551020001012,0,24/02/2019 14:53:21,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,83,40,0.3,low-high,low,11,fishing,fishing-l,null,83.25999999942724,1551020000907,1551020000824
553,1551020001251,24/02/2019 14:53:21,1551020001216,0,24/02/2019 14:53:21,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,98,40,0.3,low-high,low,11,fishing,fishing-l,null,97.83500000048662,1551020001112,1551020001014
554,1551020001442,24/02/2019 14:53:21,1551020001414,0,24/02/2019 14:53:21,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,94,40,0.3,low-high,low,11,fishing,fishing-l,null,93.43000000080792,1551020001312,1551020001218
555,1551020001663,24/02/2019 14:53:21,1551020001628,0,24/02/2019 14:53:21,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,109,40,0.3,low-high,low,11,fishing,fishing-l,null,108.16000000340864,1551020001525,1551020001416
556,1551020001866,24/02/2019 14:53:21,1551020001822,0,24/02/2019 14:53:21,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,89,40,0.3,low-high,low,11,fishing,fishing-l,null,88.44999999564607,1551020001719,1551020001630
557,1551020002053,24/02/2019 14:53:22,1551020002019,0,24/02/2019 14:53:22,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,94,40,0.3,low-high,low,11,fishing,fishing-l,null,93.81500000017695,1551020001917,1551020001823
558,1551020002256,24/02/2019 14:53:22,1551020002229,0,24/02/2019 14:53:22,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,0.3,low-high,low,11,fishing,fishing-l,null,102.24000000016531,1551020002123,1551020002020
559,1551020002413,24/02/2019 14:53:22,1551020002389,0,24/02/2019 14:53:22,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,56,40,0.3,low-high,low,11,fishing,fishing-l,null,55.2700000043842,1551020002287,1551020002231
560,1551020002647,24/02/2019 14:53:22,1551020002584,0,24/02/2019 14:53:22,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,91,40,0.3,low-high,low,11,fishing,fishing-l,null,90.49499999673571,1551020002482,1551020002391
561,1551020002788,24/02/2019 14:53:22,1551020002751,0,24/02/2019 14:53:22,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,60,40,0.3,low-high,low,11,fishing,fishing-l,null,59.57999999372987,1551020002646,1551020002586
562,1551020002913,24/02/2019 14:53:22,1551020002888,0,24/02/2019 14:53:22,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,32,40,0.3,low-high,low,11,fishing,fishing-l,null,31.515000002400484,1551020002784,1551020002752
563,1551020003131,24/02/2019 14:53:23,1551020003103,0,24/02/2019 14:53:23,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,109,40,0.3,low-high,low,11,fishing,fishing-l,null,108.0249999940861,1551020002999,1551020002890
564,1551020003295,24/02/2019 14:53:23,1551020003272,0,24/02/2019 14:53:23,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,62,40,0.3,low-high,low,11,fishing,fishing-l,null,61.465000006137416,1551020003167,1551020003105
565,1551020003514,24/02/2019 14:53:23,1551020003482,0,24/02/2019 14:53:23,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,0.3,low-high,low,11,fishing,fishing-l,null,102.91500000312226,1551020003377,1551020003274
566,1551020003764,24/02/2019 14:53:23,1551020003724,0,24/02/2019 14:53:23,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,137,40,0.3,low-high,low,11,fishing,fishing-l,null,136.39499999408145,1551020003620,1551020003483
567,1551020003951,24/02/2019 14:53:23,1551020003926,0,24/02/2019 14:53:23,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,98,40,0.3,low-high,low,11,fishing,fishing-l,null,97.90000000066357,1551020003824,1551020003726
568,1551020004420,24/02/2019 14:53:24,1551020004386,0,24/02/2019 14:53:24,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,353,40,0.3,low-high,low,11,fishing,fishing-l,null,352.83499999786727,1551020004281,1551020003928
569,1551020004686,24/02/2019 14:53:24,1551020004630,0,24/02/2019 14:53:24,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,137,40,0.3,low-high,low,11,fishing,fishing-l,null,136.86500000039814,1551020004525,1551020004388
570,1551020004873,24/02/2019 14:53:24,1551020004838,0,24/02/2019 14:53:24,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,0.3,low-high,low,11,fishing,fishing-l,null,102.01499999675434,1551020004734,1551020004631
571,1551020005081,24/02/2019 14:53:25,1551020005059,0,24/02/2019 14:53:25,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,113,40,0.3,low-high,low,11,fishing,fishing-l,null,113.08500000450294,1551020004953,1551020004840
572,1551020005721,24/02/2019 14:53:25,1551020005700,0,24/02/2019 14:53:25,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,532,40,0.3,low-high,low,11,fishing,fishing-l,null,531.1800000054063,1551020005594,1551020005062
573,1551020005940,24/02/2019 14:53:25,1551020005901,0,24/02/2019 14:53:25,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,98,40,0.3,low-high,low,11,fishing,fishing-l,null,97.59499999927357,1551020005799,1551020005701
574,1551020006128,24/02/2019 14:53:26,1551020006107,0,24/02/2019 14:53:26,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,101,40,0.3,low-high,low,11,fishing,fishing-l,null,100.56999999505933,1551020006004,1551020005903
575,1551020006362,24/02/2019 14:53:26,1551020006337,0,24/02/2019 14:53:26,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,126,40,0.3,low-high,low,11,fishing,fishing-l,null,125.16999999934342,1551020006234,1551020006108
576,1551020006581,24/02/2019 14:53:26,1551020006541,0,24/02/2019 14:53:26,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,100,40,0.3,low-high,low,11,fishing,fishing-l,null,100.65000000031432,1551020006439,1551020006339
577,1551020006784,24/02/2019 14:53:26,1551020006741,0,24/02/2019 14:53:26,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,93,40,0.3,low-high,low,11,fishing,fishing-l,null,92.23499999643536,1551020006636,1551020006543
578,1551020006989,24/02/2019 14:53:26,1551020006954,0,24/02/2019 14:53:26,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,109,40,0.3,low-high,low,11,fishing,fishing-l,null,108.73500000161584,1551020006852,1551020006743
579,1551020007190,24/02/2019 14:53:27,1551020007151,0,24/02/2019 14:53:27,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,91,40,0.3,low-high,low,11,fishing,fishing-l,null,90.6200000026729,1551020007046,1551020006955
580,1551020007409,24/02/2019 14:53:27,1551020007372,0,24/02/2019 14:53:27,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,117,40,0.3,low-high,low,11,fishing,fishing-l,null,116.22999999963213,1551020007270,1551020007153
581,1551020007596,24/02/2019 14:53:27,1551020007566,0,24/02/2019 14:53:27,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,88,40,0.3,low-high,low,11,fishing,fishing-l,null,88.66500000294764,1551020007462,1551020007374
582,1551020007846,24/02/2019 14:53:27,1551020007776,0,24/02/2019 14:53:27,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,103,40,0.3,low-high,low,11,fishing,fishing-l,null,102.66000000410713,1551020007670,1551020007567
583,1551020008065,24/02/2019 14:53:28,1551020008011,0,24/02/2019 14:53:28,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,130,40,0.3,low-high,low,11,fishing,fishing-l,null,129.32500000169966,1551020007907,1551020007777
584,1551020008237,24/02/2019 14:53:28,1551020008211,0,24/02/2019 14:53:28,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,96,40,0.3,low-high,low,11,fishing,fishing-l,null,94.77500000502914,1551020008109,1551020008013
585,1551020008503,24/02/2019 14:53:28,1551020008465,0,24/02/2019 14:53:28,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,151,40,0.3,low-high,low,11,fishing,fishing-l,null,150.19999999640277,1551020008363,1551020008212
586,1551020008815,24/02/2019 14:53:28,1551020008749,0,24/02/2019 14:53:28,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,176,40,0.3,low-high,low,11,fishing,fishing-l,null,176.34000000543892,1551020008642,1551020008466
587,1551020008987,24/02/2019 14:53:28,1551020008949,0,24/02/2019 14:53:28,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,95,40,0.3,low-high,low,11,fishing,fishing-l,null,93.82000000186963,1551020008845,1551020008750
588,1551020009190,24/02/2019 14:53:29,1551020009164,0,24/02/2019 14:53:29,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,110,40,0.3,low-high,low,11,fishing,fishing-l,null,108.85000000416767,1551020009060,1551020008950
589,1551020009393,24/02/2019 14:53:29,1551020009368,0,24/02/2019 14:53:29,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,102,40,0.3,low-high,low,11,fishing,fishing-l,null,100.9150000027148,1551020009267,1551020009165
590,1551020009584,24/02/2019 14:53:29,1551020009564,0,24/02/2019 14:53:29,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,93,40,0.3,low-high,low,11,fishing,fishing-l,null,92.53999999782536,1551020009462,1551020009369
591,1551020009834,24/02/2019 14:53:29,1551020009786,0,24/02/2019 14:53:29,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,119,40,0.3,low-high,low,11,fishing,fishing-l,null,117.80499999440508,1551020009684,1551020009565
592,1551020010039,24/02/2019 14:53:30,1551020010005,0,24/02/2019 14:53:30,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,115,40,0.3,low-high,low,11,fishing,fishing-l,null,115.28499999985797,1551020009903,1551020009788
593,1551020010304,24/02/2019 14:53:30,1551020010277,0,24/02/2019 14:53:30,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,168,40,0.3,low-high,low,11,fishing,fishing-l,null,167.04000000027008,1551020010174,1551020010006
594,1551020010539,24/02/2019 14:53:30,1551020010494,0,24/02/2019 14:53:30,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,112,40,0.3,low-high,low,11,fishing,fishing-l,null,111.83500000333879,1551020010391,1551020010279
595,1551020010743,24/02/2019 14:53:30,1551020010711,0,24/02/2019 14:53:30,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,115,40,0.3,low-high,low,11,fishing,fishing-l,null,114.14499999955297,1551020010610,1551020010495
596,1551020010965,24/02/2019 14:53:30,1551020010931,0,24/02/2019 14:53:30,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,114,40,0.3,low-high,low,11,fishing,fishing-l,null,114.224999997532,1551020010827,1551020010713
597,1551020011381,24/02/2019 14:53:31,1551020011340,0,24/02/2019 14:53:31,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,305,40,0.3,low-high,low,11,fishing,fishing-l,null,304.230000001553,1551020011238,1551020010933
598,1551020011584,24/02/2019 14:53:31,1551020011560,0,24/02/2019 14:53:31,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,116,40,0.3,low-high,low,11,fishing,fishing-l,null,115.4850000020815,1551020011458,1551020011342
599,1551020011890,24/02/2019 14:53:31,1551020011810,0,24/02/2019 14:53:31,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,148,40,0.3,low-high,low,11,fishing,fishing-l,null,147.28000000468455,1551020011709,1551020011561
600,1551020012124,24/02/2019 14:53:32,1551020012093,0,24/02/2019 14:53:32,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,179,40,0.3,low-high,low,11,fishing,fishing-l,null,177.98499999480555,1551020011991,1551020011812
601,1551020012625,24/02/2019 14:53:32,1551020012594,0,24/02/2019 14:53:32,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,397,40,0.3,low-high,low,11,fishing,fishing-l,null,396.614999997837,1551020012491,1551020012094
602,1551020012858,24/02/2019 14:53:32,1551020012804,0,24/02/2019 14:53:32,6138,22,task-5e3j,,2212913,,601478,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.2,Chrome 72.0.3626.109,1280x800,1280x614,,Low to High with Rod Fixing,5,Low to High,107,40,0.3,low-high,low,11,fishing,fishing-l,null,106.13999999623047,1551020012703,1551020012596
