Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time,index
1904,1554300916443,03/04/2019 14:15:16,1554300916372,1,03/04/2019 15:15:16,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,118,40,2.5,low-high,high,12,fishing,fishing_h,null,117.62500001350418,1554300916266,1554300916148,4
1905,1554300916959,03/04/2019 14:15:16,1554300916560,1,03/04/2019 15:15:16,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,83,40,2.5,low-high,high,12,fishing,fishing_h,null,82.37499999813735,1554300916457,1554300916374,4
1906,1554300917162,03/04/2019 14:15:17,1554300916783,1,03/04/2019 15:15:16,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,119,40,2.5,low-high,high,12,fishing,fishing_h,null,119.25000004703179,1554300916681,1554300916562,4
1907,1554300917255,03/04/2019 14:15:17,1554300917067,1,03/04/2019 15:15:17,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,178,40,2.5,low-high,high,12,fishing,fishing_h,null,177.51499998848885,1554300916962,1554300916784,4
1908,1554300917365,03/04/2019 14:15:17,1554300917278,1,03/04/2019 15:15:17,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,107,40,2.5,low-high,high,12,fishing,fishing_h,null,107.14999999618158,1554300917175,1554300917068,4
1909,1554300917521,03/04/2019 14:15:17,1554300917487,1,03/04/2019 15:15:17,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,104,40,2.5,low-high,high,12,fishing,fishing_h,null,104.20499998144805,1554300917383,1554300917279,4
1910,1554300917740,03/04/2019 14:15:17,1554300917713,1,03/04/2019 15:15:17,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,121,40,2.5,low-high,high,12,fishing,fishing_h,null,120.24000001838431,1554300917610,1554300917489,4
1911,1554300917973,03/04/2019 14:15:17,1554300917937,1,03/04/2019 15:15:17,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,120,40,2.5,low-high,high,12,fishing,fishing_h,null,119.74499997450039,1554300917834,1554300917714,4
1912,1554300918223,03/04/2019 14:15:18,1554300918187,1,03/04/2019 15:15:18,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,146,40,2.5,low-high,high,12,fishing,fishing_h,null,145.6200000247918,1554300918085,1554300917939,4
1913,1554300918444,03/04/2019 14:15:18,1554300918410,1,03/04/2019 15:15:18,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,115,40,2.5,low-high,high,12,fishing,fishing_h,null,114.88999996799976,1554300918303,1554300918188,4
1914,1554300918711,03/04/2019 14:15:18,1554300918613,1,03/04/2019 15:15:18,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,99,40,2.5,low-high,high,12,fishing,fishing_h,null,98.50500000175089,1554300918511,1554300918412,4
1915,1554300918898,03/04/2019 14:15:18,1554300918851,1,03/04/2019 15:15:18,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,130,40,2.5,low-high,high,12,fishing,fishing_h,null,129.84999996842816,1554300918745,1554300918615,4
1916,1554300919085,03/04/2019 14:15:19,1554300919038,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,83,40,2.5,low-high,high,12,fishing,fishing_h,null,83.18000001600012,1554300918936,1554300918853,4
1917,1554300919242,03/04/2019 14:15:19,1554300919218,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,76,40,2.5,low-high,high,12,fishing,fishing_h,null,75.66999999107793,1554300919116,1554300919040,4
1918,1554300919444,03/04/2019 14:15:19,1554300919399,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,75,40,2.5,low-high,high,12,fishing,fishing_h,null,74.96499997796491,1554300919294,1554300919219,4
1919,1554300919648,03/04/2019 14:15:19,1554300919601,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,null,null,2.5,low-high,high,12,fishing,fishing_h,null,null,null,1554300919401,4
1920,1554300919757,03/04/2019 14:15:19,1554300919604,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,5
1921,1554300919757,03/04/2019 14:15:19,1554300919605,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,5
1922,1554300919757,03/04/2019 14:15:19,1554300919606,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,5
1923,1554300919757,03/04/2019 14:15:19,1554300919608,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,5
1924,1554300919757,03/04/2019 14:15:19,1554300919609,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,5
1925,1554300919866,03/04/2019 14:15:19,1554300919839,1,03/04/2019 15:15:19,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,126,40,0.1,low-high,high,12,fishing,fishing_h,null,126.1850000009872,1554300919736,1554300919610,5
1926,1554300920055,03/04/2019 14:15:20,1554300920024,1,03/04/2019 15:15:20,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,79,40,0.1,low-high,high,12,fishing,fishing_h,null,78.73000000836328,1554300919920,1554300919841,5
1927,1554300920366,03/04/2019 14:15:20,1554300920230,1,03/04/2019 15:15:20,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,100,40,0.1,low-high,high,12,fishing,fishing_h,null,99.88500003237277,1554300920126,1554300920026,5
1928,1554300920445,03/04/2019 14:15:20,1554300920409,1,03/04/2019 15:15:20,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,74,40,0.1,low-high,high,12,fishing,fishing_h,null,73.61000002129003,1554300920305,1554300920231,5
1929,1554300920681,03/04/2019 14:15:20,1554300920652,1,03/04/2019 15:15:20,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,138,40,0.1,low-high,high,12,fishing,fishing_h,null,137.69499998306856,1554300920550,1554300920412,5
1930,1554300920924,03/04/2019 14:15:20,1554300920881,1,03/04/2019 15:15:20,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,121,40,0.1,low-high,high,12,fishing,fishing_h,null,120.95000001136214,1554300920775,1554300920654,5
1931,1554300921143,03/04/2019 14:15:21,1554300921110,1,03/04/2019 15:15:21,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,121,40,0.1,low-high,high,12,fishing,fishing_h,null,120.9099999978207,1554300921004,1554300920883,5
1932,1554300921314,03/04/2019 14:15:21,1554300921282,1,03/04/2019 15:15:21,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,65,40,0.1,low-high,high,12,fishing,fishing_h,null,64.70500002615154,1554300921176,1554300921111,5
1933,1554300921502,03/04/2019 14:15:21,1554300921455,1,03/04/2019 15:15:21,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,65,40,0.1,low-high,high,12,fishing,fishing_h,null,65.08999998914078,1554300921350,1554300921285,5
1934,1554300921690,03/04/2019 14:15:21,1554300921648,1,03/04/2019 15:15:21,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,86,40,0.1,low-high,high,12,fishing,fishing_h,null,86.11500001279637,1554300921543,1554300921457,5
1935,1554300921876,03/04/2019 14:15:21,1554300921847,1,03/04/2019 15:15:21,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,94,40,0.1,low-high,high,12,fishing,fishing_h,null,93.65499997511506,1554300921744,1554300921650,5
1936,1554300922095,03/04/2019 14:15:22,1554300922061,1,03/04/2019 15:15:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,107,40,0.1,low-high,high,12,fishing,fishing_h,null,106.84000002220273,1554300921956,1554300921849,5
1937,1554300922268,03/04/2019 14:15:22,1554300922236,1,03/04/2019 15:15:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,70,40,0.1,low-high,high,12,fishing,fishing_h,null,70.44500001939014,1554300922133,1554300922063,5
1938,1554300922486,03/04/2019 14:15:22,1554300922448,1,03/04/2019 15:15:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,107,40,0.1,low-high,high,12,fishing,fishing_h,null,106.52500001015142,1554300922345,1554300922238,5
1939,1554300922673,03/04/2019 14:15:22,1554300922612,1,03/04/2019 15:15:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,58,40,0.1,low-high,high,12,fishing,fishing_h,null,57.209999999031425,1554300922508,1554300922450,5
1940,1554300922816,03/04/2019 14:15:22,1554300922768,1,03/04/2019 15:15:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,47,40,0.1,low-high,high,12,fishing,fishing_h,null,46.614999999292195,1554300922661,1554300922614,5
1941,1554300922974,03/04/2019 14:15:22,1554300922943,1,03/04/2019 15:15:22,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,68,40,0.1,low-high,high,12,fishing,fishing_h,null,67.91500002145767,1554300922837,1554300922769,5
1942,1554300923177,03/04/2019 14:15:23,1554300923146,1,03/04/2019 15:15:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,93,40,0.1,low-high,high,12,fishing,fishing_h,null,92.66500000376254,1554300923039,1554300922946,5
1943,1554300923352,03/04/2019 14:15:23,1554300923313,1,03/04/2019 15:15:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,57,40,0.1,low-high,high,12,fishing,fishing_h,null,57.170000043697655,1554300923205,1554300923148,5
1944,1554300923507,03/04/2019 14:15:23,1554300923477,1,03/04/2019 15:15:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,60,40,0.1,low-high,high,12,fishing,fishing_h,null,59.82999998377636,1554300923375,1554300923315,5
1945,1554300923680,03/04/2019 14:15:23,1554300923650,1,03/04/2019 15:15:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,64,40,0.1,low-high,high,12,fishing,fishing_h,null,63.86500003281981,1554300923543,1554300923479,5
1946,1554300923866,03/04/2019 14:15:23,1554300923802,1,03/04/2019 15:15:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,43,40,0.1,low-high,high,12,fishing,fishing_h,null,43.60999999335036,1554300923695,1554300923652,5
1947,1554300924007,03/04/2019 14:15:24,1554300923964,1,03/04/2019 15:15:23,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,56,40,0.1,low-high,high,12,fishing,fishing_h,null,55.0649999640882,1554300923860,1554300923804,5
1948,1554300924274,03/04/2019 14:15:24,1554300924237,1,03/04/2019 15:15:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,168,40,0.1,low-high,high,12,fishing,fishing_h,null,166.90499999094754,1554300924133,1554300923965,5
1949,1554300924477,03/04/2019 14:15:24,1554300924451,1,03/04/2019 15:15:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,108,40,0.1,low-high,high,12,fishing,fishing_h,null,107.25499998079613,1554300924346,1554300924238,5
1950,1554300924835,03/04/2019 14:15:24,1554300924793,1,03/04/2019 15:15:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,237,40,0.1,low-high,high,12,fishing,fishing_h,null,237.0750000118278,1554300924690,1554300924453,5
1951,1554300925023,03/04/2019 14:15:25,1554300924977,1,03/04/2019 15:15:24,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,76,40,0.1,low-high,high,12,fishing,fishing_h,null,76.29500003531575,1554300924871,1554300924795,5
1952,1554300925133,03/04/2019 14:15:25,1554300925102,1,03/04/2019 15:15:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,15,40,0.1,low-high,high,12,fishing,fishing_h,null,15.249999996740371,1554300924995,1554300924980,5
1953,1554300925352,03/04/2019 14:15:25,1554300925317,1,03/04/2019 15:15:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,108,40,0.1,low-high,high,12,fishing,fishing_h,null,107.74499998660758,1554300925212,1554300925104,5
1954,1554300925511,03/04/2019 14:15:25,1554300925458,1,03/04/2019 15:15:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,33,40,0.1,low-high,high,12,fishing,fishing_h,null,32.23999997135252,1554300925352,1554300925319,5
1955,1554300925713,03/04/2019 14:15:25,1554300925668,1,03/04/2019 15:15:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,102,40,0.1,low-high,high,12,fishing,fishing_h,null,101.71499999705702,1554300925561,1554300925459,5
1956,1554300925852,03/04/2019 14:15:25,1554300925825,1,03/04/2019 15:15:25,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,52,40,0.1,low-high,high,12,fishing,fishing_h,null,51.55500001274049,1554300925721,1554300925669,5
1957,1554300926046,03/04/2019 14:15:26,1554300926016,1,03/04/2019 15:15:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,86,40,0.1,low-high,high,12,fishing,fishing_h,null,85.87000000989065,1554300925913,1554300925827,5
1958,1554300926407,03/04/2019 14:15:26,1554300926366,1,03/04/2019 15:15:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,243,40,0.1,low-high,high,12,fishing,fishing_h,null,242.995000036899,1554300926262,1554300926019,5
1959,1554300926671,03/04/2019 14:15:26,1554300926631,1,03/04/2019 15:15:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,157,40,0.1,low-high,high,12,fishing,fishing_h,null,157.16999996220693,1554300926526,1554300926369,5
1960,1554300926859,03/04/2019 14:15:26,1554300926812,1,03/04/2019 15:15:26,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,73,40,0.1,low-high,high,12,fishing,fishing_h,null,72.87500001257285,1554300926707,1554300926634,5
1961,1554300927050,03/04/2019 14:15:27,1554300927007,1,03/04/2019 15:15:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,88,40,0.1,low-high,high,12,fishing,fishing_h,null,87.37999998265877,1554300926902,1554300926814,5
1962,1554300927218,03/04/2019 14:15:27,1554300927173,1,03/04/2019 15:15:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,59,40,0.1,low-high,high,12,fishing,fishing_h,null,58.3250000490807,1554300927068,1554300927009,5
1963,1554300927379,03/04/2019 14:15:27,1554300927336,1,03/04/2019 15:15:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,57,40,0.1,low-high,high,12,fishing,fishing_h,null,56.90000002505258,1554300927232,1554300927175,5
1964,1554300927594,03/04/2019 14:15:27,1554300927546,1,03/04/2019 15:15:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,103,40,0.1,low-high,high,12,fishing,fishing_h,null,102.71499998634681,1554300927442,1554300927339,5
1965,1554300927800,03/04/2019 14:15:27,1554300927763,1,03/04/2019 15:15:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,108,40,0.1,low-high,high,12,fishing,fishing_h,null,107.31499997200444,1554300927656,1554300927548,5
