Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time,index
1966,1554300928062,03/04/2019 14:15:28,1554300927967,1,03/04/2019 15:15:27,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,95,40,0.1,low-high,high,12,fishing,fishing_h,null,94.86000001197681,1554300927860,1554300927765,5
1967,1554300928234,03/04/2019 14:15:28,1554300928199,1,03/04/2019 15:15:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,128,40,0.1,low-high,high,12,fishing,fishing_h,null,127.39500001771376,1554300928097,1554300927969,5
1968,1554300928453,03/04/2019 14:15:28,1554300928421,1,03/04/2019 15:15:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,116,40,0.1,low-high,high,12,fishing,fishing_h,null,116.02499999571592,1554300928317,1554300928201,5
1969,1554300928703,03/04/2019 14:15:28,1554300928672,1,03/04/2019 15:15:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,146,40,0.1,low-high,high,12,fishing,fishing_h,null,145.5100000021048,1554300928569,1554300928423,5
1970,1554300928969,03/04/2019 14:15:28,1554300928927,1,03/04/2019 15:15:28,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,146,40,0.1,low-high,high,12,fishing,fishing_h,null,145.55999997537583,1554300928820,1554300928674,5
1971,1554300929170,03/04/2019 14:15:29,1554300929124,1,03/04/2019 15:15:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,92,40,0.1,low-high,high,12,fishing,fishing_h,null,91.6350000188686,1554300929021,1554300928929,5
1972,1554300929390,03/04/2019 14:15:29,1554300929358,1,03/04/2019 15:15:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,128,40,0.1,low-high,high,12,fishing,fishing_h,null,127.38999997964129,1554300929254,1554300929126,5
1973,1554300929656,03/04/2019 14:15:29,1554300929619,1,03/04/2019 15:15:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,156,40,0.1,low-high,high,12,fishing,fishing_h,null,155.55999998468906,1554300929516,1554300929360,5
1974,1554300929874,03/04/2019 14:15:29,1554300929837,1,03/04/2019 15:15:29,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,110,40,0.1,low-high,high,12,fishing,fishing_h,null,110.18499999772757,1554300929732,1554300929622,5
1975,1554300930045,03/04/2019 14:15:30,1554300930018,1,03/04/2019 15:15:30,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,77,40,0.1,low-high,high,12,fishing,fishing_h,null,76.03499997640029,1554300929916,1554300929839,5
1976,1554300930718,03/04/2019 14:15:30,1554300930654,1,03/04/2019 15:15:30,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,530,40,0.1,low-high,high,12,fishing,fishing_h,null,529.5800000312738,1554300930550,1554300930020,5
1977,1554300930904,03/04/2019 14:15:30,1554300930849,1,03/04/2019 15:15:30,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,86,40,0.1,low-high,high,12,fishing,fishing_h,null,85.54499997990206,1554300930742,1554300930656,5
1978,1554300931076,03/04/2019 14:15:31,1554300931048,1,03/04/2019 15:15:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,94,40,0.1,low-high,high,12,fishing,fishing_h,null,93.38499995646998,1554300930945,1554300930851,5
1979,1554300931298,03/04/2019 14:15:31,1554300931246,1,03/04/2019 15:15:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,94,40,0.1,low-high,high,12,fishing,fishing_h,null,93.58499996596947,1554300931144,1554300931050,5
1980,1554300931578,03/04/2019 14:15:31,1554300931465,1,03/04/2019 15:15:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,113,40,0.1,low-high,high,12,fishing,fishing_h,null,112.91500000515953,1554300931361,1554300931248,5
1981,1554300931701,03/04/2019 14:15:31,1554300931677,1,03/04/2019 15:15:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,104,40,0.1,low-high,high,12,fishing,fishing_h,null,103.37000002618879,1554300931571,1554300931467,5
1982,1554300931983,03/04/2019 14:15:31,1554300931872,1,03/04/2019 15:15:31,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,91,40,0.1,low-high,high,12,fishing,fishing_h,null,90.25499998824671,1554300931770,1554300931679,5
1983,1554300932092,03/04/2019 14:15:32,1554300932062,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,83,40,0.1,low-high,high,12,fishing,fishing_h,null,82.69999996991828,1554300931957,1554300931874,5
1984,1554300932315,03/04/2019 14:15:32,1554300932269,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,101,40,0.1,low-high,high,12,fishing,fishing_h,null,100.39500001585111,1554300932165,1554300932064,5
1985,1554300932503,03/04/2019 14:15:32,1554300932464,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,89,40,0.1,low-high,high,12,fishing,fishing_h,null,88.0100000067614,1554300932360,1554300932271,5
1986,1554300932659,03/04/2019 14:15:32,1554300932633,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,63,40,0.1,low-high,high,12,fishing,fishing_h,null,63.000000023748726,1554300932529,1554300932466,5
1987,1554300932705,03/04/2019 14:15:32,1554300932636,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,6
1988,1554300932705,03/04/2019 14:15:32,1554300932638,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,6
1989,1554300932705,03/04/2019 14:15:32,1554300932639,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,6
1990,1554300932705,03/04/2019 14:15:32,1554300932641,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,6
1991,1554300932705,03/04/2019 14:15:32,1554300932642,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,,,null,low-high,high,12,null,caller,null,,,,6
1992,1554300932896,03/04/2019 14:15:32,1554300932836,1,03/04/2019 15:15:32,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,88,40,0.7,low-high,high,12,fishing,fishing_h,null,87.20999996876344,1554300932730,1554300932642,6
1993,1554300933036,03/04/2019 14:15:33,1554300933011,1,03/04/2019 15:15:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,72,40,0.7,low-high,high,12,fishing,fishing_h,null,71.11499999882653,1554300932909,1554300932837,6
1994,1554300933239,03/04/2019 14:15:33,1554300933201,1,03/04/2019 15:15:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,87,40,0.7,low-high,high,12,fishing,fishing_h,null,86.78499999223277,1554300933100,1554300933013,6
1995,1554300933426,03/04/2019 14:15:33,1554300933386,1,03/04/2019 15:15:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,81,40,0.7,low-high,high,12,fishing,fishing_h,null,80.8750000433065,1554300933284,1554300933203,6
1996,1554300933568,03/04/2019 14:15:33,1554300933547,1,03/04/2019 15:15:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,53,40,0.7,low-high,high,12,fishing,fishing_h,null,52.96500003896654,1554300933441,1554300933388,6
1997,1554300933801,03/04/2019 14:15:33,1554300933774,1,03/04/2019 15:15:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,119,40,0.7,low-high,high,12,fishing,fishing_h,null,118.13000001711771,1554300933667,1554300933548,6
1998,1554300933989,03/04/2019 14:15:33,1554300933965,1,03/04/2019 15:15:33,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,83,40,0.7,low-high,high,12,fishing,fishing_h,null,82.62000000104308,1554300933859,1554300933776,6
1999,1554300934240,03/04/2019 14:15:34,1554300934209,1,03/04/2019 15:15:34,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,137,40,0.7,low-high,high,12,fishing,fishing_h,null,137.60000001639128,1554300934104,1554300933967,6
2000,1554300934492,03/04/2019 14:15:34,1554300934459,1,03/04/2019 15:15:34,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,146,40,0.7,low-high,high,12,fishing,fishing_h,null,145.95500001451,1554300934357,1554300934211,6
2001,1554300934664,03/04/2019 14:15:34,1554300934629,1,03/04/2019 15:15:34,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,64,40,0.7,low-high,high,12,fishing,fishing_h,null,63.375000027008355,1554300934525,1554300934461,6
2002,1554300934930,03/04/2019 14:15:34,1554300934877,1,03/04/2019 15:15:34,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,143,40,0.7,low-high,high,12,fishing,fishing_h,null,142.05999998375773,1554300934774,1554300934631,6
2003,1554300935132,03/04/2019 14:15:35,1554300935099,1,03/04/2019 15:15:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,117,40,0.7,low-high,high,12,fishing,fishing_h,null,116.64500000188127,1554300934996,1554300934879,6
2004,1554300935414,03/04/2019 14:15:35,1554300935326,1,03/04/2019 15:15:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,123,40,0.7,low-high,high,12,fishing,fishing_h,null,123.05499997455627,1554300935223,1554300935100,6
2005,1554300935695,03/04/2019 14:15:35,1554300935661,1,03/04/2019 15:15:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,229,40,0.7,low-high,high,12,fishing,fishing_h,null,228.94499998074025,1554300935558,1554300935329,6
2006,1554300935914,03/04/2019 14:15:35,1554300935892,1,03/04/2019 15:15:35,6138,35,task-5e3j,,2407038,,665035,,complete,,,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 73.0.3683.86,1280x800,1280x646,after questionnairs,Low to High with Rod Fixing,16,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,127,40,0.7,low-high,high,12,fishing,fishing_h,null,126.06999999843538,1554300935789,1554300935662,6
