Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,checkpoint-z52s,checkpoint-u6nu,checkpoint-puaw,checkpoint-axcr,checkpoint-mrc4,reaction time,stimulus,button pressed
4,1552053552386,08/03/2019 13:59:12,1552053550072,0,08/03/2019 13:59:10,6138,31,task-jgum,,2292425,5c7ae077477abb00168f812e,625410,,complete,,5c8273b0eb5f5c0012e2ec5f,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1366x768,1366x625,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,9917.914999998175,/task/29849/3/asset/Goat.mp3,0
1,1552053537736,08/03/2019 13:58:57,1552053537664,0,08/03/2019 13:58:57,6138,31,task-jgum,,2292426,5b8bbd437073290001839123,625408,,complete,,5c827475d4f0a800157628f1,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1920x1080,1920x968,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5279.060000029858,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1552053542173,08/03/2019 13:59:02,1552053542129,0,08/03/2019 13:59:02,6138,31,task-jgum,,2292426,5b8bbd437073290001839123,625408,,complete,,5c827475d4f0a800157628f1,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1920x1080,1920x968,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,4461.539999989327,/task/29849/3/asset/Dog.mp3,1
3,1552053547918,08/03/2019 13:59:07,1552053547838,0,08/03/2019 13:59:07,6138,31,task-jgum,,2292426,5b8bbd437073290001839123,625408,,complete,,5c827475d4f0a800157628f1,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1920x1080,1920x968,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,5707.46499998495,/task/29849/3/asset/Owl.mp3,0
4,1552053550543,08/03/2019 13:59:10,1552053550518,0,08/03/2019 13:59:10,6138,31,task-jgum,,2292426,5b8bbd437073290001839123,625408,,complete,,5c827475d4f0a800157628f1,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1920x1080,1920x968,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2677.5000000488944,/task/29849/3/asset/Goat.mp3,0
1,1552053595976,08/03/2019 13:59:55,1552053585305,0,08/03/2019 13:59:45,6138,31,task-jgum,,2292433,5c75bbfec84cc10001508282,625411,,complete,,5c8274a38a3a800010c83115,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,1920x938,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,15014.530000000377,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1552053599099,08/03/2019 13:59:59,1552053588425,0,08/03/2019 13:59:48,6138,31,task-jgum,,2292433,5c75bbfec84cc10001508282,625411,,complete,,5c8274a38a3a800010c83115,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,1920x938,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,3117.210000000341,/task/29849/3/asset/Dog.mp3,1
3,1552053601853,08/03/2019 14:00:01,1552053591205,0,08/03/2019 13:59:51,6138,31,task-jgum,,2292433,5c75bbfec84cc10001508282,625411,,complete,,5c8274a38a3a800010c83115,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,1920x938,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,2777.2650000001704,/task/29849/3/asset/Owl.mp3,0
4,1552053603790,08/03/2019 14:00:03,1552053593156,0,08/03/2019 13:59:53,6138,31,task-jgum,,2292433,5c75bbfec84cc10001508282,625411,,complete,,5c8274a38a3a800010c83115,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.121,1920x1080,1920x938,after questionnairs,HeadphonesCheck,3,Low to High,after consent,after demographics,after training,after fishing,after questionnairs,1949.9900000000707,/task/29849/3/asset/Goat.mp3,0
1,1552053902678,08/03/2019 14:05:02,1552053902444,-5,08/03/2019 09:05:02,6138,31,task-jgum,,2292490,5c7f17223eaee4001614f4b1,625416,,complete,,5c8274518bc0db00016677af,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1440x900,1440x788,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,7361.130000092089,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1552053905132,08/03/2019 14:05:05,1552053904949,-5,08/03/2019 09:05:04,6138,31,task-jgum,,2292490,5c7f17223eaee4001614f4b1,625416,,complete,,5c8274518bc0db00016677af,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1440x900,1440x788,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2498.600000049919,/task/29849/3/asset/Dog.mp3,1
3,1552053907824,08/03/2019 14:05:07,1552053907509,-5,08/03/2019 09:05:07,6138,31,task-jgum,,2292490,5c7f17223eaee4001614f4b1,625416,,complete,,5c8274518bc0db00016677af,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1440x900,1440x788,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,2555.2199999801815,/task/29849/3/asset/Owl.mp3,0
4,1552053909131,08/03/2019 14:05:09,1552053908961,-5,08/03/2019 09:05:08,6138,31,task-jgum,,2292490,5c7f17223eaee4001614f4b1,625416,,complete,,5c8274518bc0db00016677af,computer,Desktop or Laptop,Mac OS 10.14.3,Chrome 72.0.3626.119,1440x900,1440x788,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1447.664999985136,/task/29849/3/asset/Goat.mp3,0
1,1552054264634,08/03/2019 14:11:04,1552054267375,0,08/03/2019 14:11:07,6138,31,task-jgum,,2292547,5be7862766e3d100010397f5,625431,,complete,,5c827233d4f0a80001762bc6,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1440x810,1440x708,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,19016,"<p style=""color: black; font-size: 28px; font-weight: bold;"">This is a sound check. Please turn on the sound on.</p>",
2,1552054280743,08/03/2019 14:11:20,1552054275322,0,08/03/2019 14:11:15,6138,31,task-jgum,,2292547,5be7862766e3d100010397f5,625431,,complete,,5c827233d4f0a80001762bc6,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1440x810,1440x708,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,7943,/task/29849/3/asset/Dog.mp3,0
3,1552054281040,08/03/2019 14:11:21,1552054276732,0,08/03/2019 14:11:16,6138,31,task-jgum,,2292547,5be7862766e3d100010397f5,625431,,complete,,5c827233d4f0a80001762bc6,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1440x810,1440x708,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1407,/task/29849/3/asset/Owl.mp3,0
4,1552054281040,08/03/2019 14:11:21,1552054278405,0,08/03/2019 14:11:18,6138,31,task-jgum,,2292547,5be7862766e3d100010397f5,625431,,complete,,5c827233d4f0a80001762bc6,computer,Desktop or Laptop,Windows 10,Firefox 65.0,1440x810,1440x708,after questionnairs,HeadphonesCheck,3,High to Low,after consent,after demographics,after training,after fishing,after questionnairs,1671,/task/29849/3/asset/Goat.mp3,0
END OF FILE
