Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time
236,1551625658612,03/03/2019 15:07:38,1551625651446,0,03/03/2019 15:07:31,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,140,40,0.1,low-high,low,11,fishing,fishing_l,null,139.24500008579344,1551625651345,1551625651205
237,1551625658612,03/03/2019 15:07:38,1551625651680,0,03/03/2019 15:07:31,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,129,40,0.1,low-high,low,11,fishing,fishing_l,null,128.74499999452382,1551625651578,1551625651449
238,1551625658612,03/03/2019 15:07:38,1551625651921,0,03/03/2019 15:07:31,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,0.1,low-high,low,11,fishing,fishing_l,null,133.7000000057742,1551625651818,1551625651684
239,1551625658612,03/03/2019 15:07:38,1551625652159,0,03/03/2019 15:07:32,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,133,40,0.1,low-high,low,11,fishing,fishing_l,null,131.98499998543411,1551625652056,1551625651923
240,1551625658612,03/03/2019 15:07:38,1551625652393,0,03/03/2019 15:07:32,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,132,40,0.1,low-high,low,11,fishing,fishing_l,null,131.54499989468604,1551625652292,1551625652160
241,1551625658612,03/03/2019 15:07:38,1551625652643,0,03/03/2019 15:07:32,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,148,40,0.1,low-high,low,11,fishing,fishing_l,null,147.5599999539554,1551625652542,1551625652394
242,1551625658612,03/03/2019 15:07:38,1551625652878,0,03/03/2019 15:07:32,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,0.1,low-high,low,11,fishing,fishing_l,null,129.79999999515712,1551625652776,1551625652646
243,1551625658612,03/03/2019 15:07:38,1551625653112,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,0.1,low-high,low,11,fishing,fishing_l,null,129.68500005081296,1551625653009,1551625652879
244,1551625658612,03/03/2019 15:07:38,1551625653335,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,119,40,0.1,low-high,low,11,fishing,fishing_l,null,118.0400000885129,1551625653233,1551625653114
245,1551625658612,03/03/2019 15:07:38,1551625653567,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,128,40,0.1,low-high,low,11,fishing,fishing_l,null,127.32500000856817,1551625653465,1551625653337
246,1551625658612,03/03/2019 15:07:38,1551625653569,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,0.1,low-high,low,11,fishing,fishing_l,null,,,
247,1551625658612,03/03/2019 15:07:38,1551625653571,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,0.1,low-high,low,11,fishing,fishing_l,null,,,
248,1551625658612,03/03/2019 15:07:38,1551625653572,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,0.1,low-high,low,11,fishing,fishing_l,null,,,
249,1551625658612,03/03/2019 15:07:38,1551625653574,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,0.1,low-high,low,11,fishing,fishing_l,null,,,
250,1551625658659,03/03/2019 15:07:38,1551625653575,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,0.1,low-high,low,11,fishing,fishing_l,null,,,
251,1551625658659,03/03/2019 15:07:38,1551625653795,0,03/03/2019 15:07:33,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,117,40,0.1,low-high,low,11,fishing,fishing_l,null,117.19000001903623,1551625653693,1551625653576
252,1551625658659,03/03/2019 15:07:38,1551625654033,0,03/03/2019 15:07:34,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,136,40,0.1,low-high,low,11,fishing,fishing_l,null,135.98000002093613,1551625653932,1551625653796
253,1551625658659,03/03/2019 15:07:38,1551625654381,0,03/03/2019 15:07:34,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,245,40,0.1,low-high,low,11,fishing,fishing_l,null,245.06499990820885,1551625654279,1551625654034
254,1551625658659,03/03/2019 15:07:38,1551625654626,0,03/03/2019 15:07:34,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,141,40,0.1,low-high,low,11,fishing,fishing_l,null,139.94999998249114,1551625654524,1551625654383
255,1551625658659,03/03/2019 15:07:38,1551625654878,0,03/03/2019 15:07:34,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,147,40,0.1,low-high,low,11,fishing,fishing_l,null,146.94000000599772,1551625654776,1551625654629
256,1551625658659,03/03/2019 15:07:38,1551625655158,0,03/03/2019 15:07:35,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,175,40,0.1,low-high,low,11,fishing,fishing_l,null,174.80000003706664,1551625655055,1551625654880
257,1551625658659,03/03/2019 15:07:38,1551625655420,0,03/03/2019 15:07:35,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,158,40,0.1,low-high,low,11,fishing,fishing_l,null,156.74500004388392,1551625655318,1551625655160
258,1551625658659,03/03/2019 15:07:38,1551625655655,0,03/03/2019 15:07:35,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,0.1,low-high,low,11,fishing,fishing_l,null,129.13999997545034,1551625655553,1551625655423
259,1551625658659,03/03/2019 15:07:38,1551625655911,0,03/03/2019 15:07:35,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,151,40,0.1,low-high,low,11,fishing,fishing_l,null,151.1500000488013,1551625655809,1551625655658
260,1551625658659,03/03/2019 15:07:38,1551625656160,0,03/03/2019 15:07:36,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,146,40,0.1,low-high,low,11,fishing,fishing_l,null,145.27500001713634,1551625656058,1551625655912
261,1551625658659,03/03/2019 15:07:38,1551625656401,0,03/03/2019 15:07:36,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,136,40,0.1,low-high,low,11,fishing,fishing_l,null,135.46000001952052,1551625656299,1551625656163
262,1551625658659,03/03/2019 15:07:38,1551625656641,0,03/03/2019 15:07:36,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,135,40,0.1,low-high,low,11,fishing,fishing_l,null,134.30999999400228,1551625656538,1551625656403
263,1551625658659,03/03/2019 15:07:38,1551625656869,0,03/03/2019 15:07:36,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,124,40,0.1,low-high,low,11,fishing,fishing_l,null,123.38000000454485,1551625656767,1551625656643
264,1551625658659,03/03/2019 15:07:38,1551625657098,0,03/03/2019 15:07:37,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,123,40,0.1,low-high,low,11,fishing,fishing_l,null,121.99000001419336,1551625656997,1551625656874
265,1551625658659,03/03/2019 15:07:38,1551625657341,0,03/03/2019 15:07:37,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,139,40,0.1,low-high,low,11,fishing,fishing_l,null,138.50000000093132,1551625657238,1551625657099
266,1551625658659,03/03/2019 15:07:38,1551625657581,0,03/03/2019 15:07:37,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,135,40,0.1,low-high,low,11,fishing,fishing_l,null,135.11999999172986,1551625657479,1551625657344
267,1551625658659,03/03/2019 15:07:38,1551625657816,0,03/03/2019 15:07:37,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,130,40,0.1,low-high,low,11,fishing,fishing_l,null,129.48500004131347,1551625657714,1551625657584
268,1551625658737,03/03/2019 15:07:38,1551625658058,0,03/03/2019 15:07:38,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,136,40,0.1,low-high,low,11,fishing,fishing_l,null,135.35500003490597,1551625657955,1551625657819
269,1551625658925,03/03/2019 15:07:38,1551625658282,0,03/03/2019 15:07:38,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,122,40,0.1,low-high,low,11,fishing,fishing_l,null,122.03500000759959,1551625658181,1551625658059
270,1551625659159,03/03/2019 15:07:39,1551625658519,0,03/03/2019 15:07:38,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,0.1,low-high,low,11,fishing,fishing_l,null,133.3050000248477,1551625658417,1551625658283
271,1551625659409,03/03/2019 15:07:39,1551625658769,0,03/03/2019 15:07:38,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,145,40,0.1,low-high,low,11,fishing,fishing_l,null,143.75000004656613,1551625658667,1551625658522
272,1551625659659,03/03/2019 15:07:39,1551625659011,0,03/03/2019 15:07:39,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,136,40,0.1,low-high,low,11,fishing,fishing_l,null,135.75000001583248,1551625658909,1551625658773
273,1551625659928,03/03/2019 15:07:39,1551625659283,0,03/03/2019 15:07:39,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,169,40,0.1,low-high,low,11,fishing,fishing_l,null,168.94000000320375,1551625659182,1551625659013
274,1551625660178,03/03/2019 15:07:40,1551625659527,0,03/03/2019 15:07:39,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,139,40,0.1,low-high,low,11,fishing,fishing_l,null,139.1600000206381,1551625659424,1551625659285
275,1551625660411,03/03/2019 15:07:40,1551625659767,0,03/03/2019 15:07:39,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,135,40,0.1,low-high,low,11,fishing,fishing_l,null,134.43500001449138,1551625659665,1551625659530
276,1551625660646,03/03/2019 15:07:40,1551625660002,0,03/03/2019 15:07:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,128,40,0.1,low-high,low,11,fishing,fishing_l,null,128.32500005606562,1551625659899,1551625659771
277,1551625660880,03/03/2019 15:07:40,1551625660241,0,03/03/2019 15:07:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,0.1,low-high,low,11,fishing,fishing_l,null,133.5650000255555,1551625660139,1551625660005
278,1551625661131,03/03/2019 15:07:41,1551625660477,0,03/03/2019 15:07:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,131,40,0.1,low-high,low,11,fishing,fishing_l,null,130.50500000827014,1551625660374,1551625660243
279,1551625661369,03/03/2019 15:07:41,1551625660706,0,03/03/2019 15:07:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,125,40,0.1,low-high,low,11,fishing,fishing_l,null,125.09500002488494,1551625660604,1551625660479
280,1551625661584,03/03/2019 15:07:41,1551625660935,0,03/03/2019 15:07:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,125,40,0.1,low-high,low,11,fishing,fishing_l,null,125.40999997872859,1551625660833,1551625660708
281,1551625661802,03/03/2019 15:07:41,1551625661163,0,03/03/2019 15:07:41,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,124,40,0.1,low-high,low,11,fishing,fishing_l,null,123.54499998036772,1551625661061,1551625660937
282,1551625662052,03/03/2019 15:07:42,1551625661413,0,03/03/2019 15:07:41,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,146,40,0.1,low-high,low,11,fishing,fishing_l,null,145.4300000332296,1551625661311,1551625661165
283,1551625662294,03/03/2019 15:07:42,1551625661635,0,03/03/2019 15:07:41,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,116,40,0.1,low-high,low,11,fishing,fishing_l,null,115.89999997522682,1551625661533,1551625661417
284,1551625662512,03/03/2019 15:07:42,1551625661855,0,03/03/2019 15:07:41,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,117,40,0.1,low-high,low,11,fishing,fishing_l,null,117.21499997656792,1551625661753,1551625661636
285,1551625662762,03/03/2019 15:07:42,1551625662112,0,03/03/2019 15:07:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,151,40,0.1,low-high,low,11,fishing,fishing_l,null,150.68500000052154,1551625662009,1551625661858
286,1551625662996,03/03/2019 15:07:42,1551625662358,0,03/03/2019 15:07:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,139,40,0.1,low-high,low,11,fishing,fishing_l,null,139.13999998476356,1551625662255,1551625662116
287,1551625663231,03/03/2019 15:07:43,1551625662589,0,03/03/2019 15:07:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,126,40,0.1,low-high,low,11,fishing,fishing_l,null,125.53499999921769,1551625662487,1551625662361
288,1551625663473,03/03/2019 15:07:43,1551625662820,0,03/03/2019 15:07:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,125,40,0.1,low-high,low,11,fishing,fishing_l,null,124.70999988727272,1551625662717,1551625662592
289,1551625663707,03/03/2019 15:07:43,1551625663058,0,03/03/2019 15:07:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,134,40,0.1,low-high,low,11,fishing,fishing_l,null,133.42999992892146,1551625662956,1551625662822
290,1551625663976,03/03/2019 15:07:43,1551625663287,0,03/03/2019 15:07:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,124,40,0.1,low-high,low,11,fishing,fishing_l,null,123.00999998115003,1551625663185,1551625663061
291,1551625664223,03/03/2019 15:07:44,1551625663537,0,03/03/2019 15:07:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,145,40,0.1,low-high,low,11,fishing,fishing_l,null,145.0649999314919,1551625663435,1551625663290
292,1551625664879,03/03/2019 15:07:44,1551625663787,0,03/03/2019 15:07:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,144,40,0.1,low-high,low,11,fishing,fishing_l,null,143.90500006265938,1551625663685,1551625663541
293,1551625664957,03/03/2019 15:07:44,1551625664027,0,03/03/2019 15:07:44,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,137,40,0.1,low-high,low,11,fishing,fishing_l,null,136.4299999549985,1551625663925,1551625663788
