Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-mgaa,reaction time,key pressed,price_displayed,order,environment,round_instance,task,function id,rod fixing checked,builtin_rt,end_time,start_time
1991,1551626019843,03/03/2019 15:13:39,1551626019189,0,03/03/2019 15:13:39,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,79,40,0.1,low-high,high,12,fishing,fishing_h,null,78.84999993257225,1551626019086,1551626019007
1992,1551626020045,03/03/2019 15:13:40,1551626019399,0,03/03/2019 15:13:39,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,106,40,0.1,low-high,high,12,fishing,fishing_h,null,106.17000004276633,1551626019297,1551626019191
1993,1551626020249,03/03/2019 15:13:40,1551626019606,0,03/03/2019 15:13:39,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,105,40,0.1,low-high,high,12,fishing,fishing_h,null,103.98000001441687,1551626019505,1551626019400
1994,1551626020452,03/03/2019 15:13:40,1551626019808,0,03/03/2019 15:13:39,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,95,40,0.1,low-high,high,12,fishing,fishing_h,null,94.3699999479577,1551626019703,1551626019608
1995,1551626020656,03/03/2019 15:13:40,1551626020011,0,03/03/2019 15:13:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,97,40,0.1,low-high,high,12,fishing,fishing_h,null,96.5649998979643,1551626019909,1551626019812
1996,1551626020858,03/03/2019 15:13:40,1551626020211,0,03/03/2019 15:13:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,97,40,0.1,low-high,high,12,fishing,fishing_h,null,96.59000008832663,1551626020109,1551626020012
1997,1551626021038,03/03/2019 15:13:41,1551626020395,0,03/03/2019 15:13:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,77,40,0.1,low-high,high,12,fishing,fishing_h,null,77.09000003524125,1551626020290,1551626020213
1998,1551626021240,03/03/2019 15:13:41,1551626020598,0,03/03/2019 15:13:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,96,40,0.1,low-high,high,12,fishing,fishing_h,null,95.87000007741153,1551626020495,1551626020399
1999,1551626021444,03/03/2019 15:13:41,1551626020793,0,03/03/2019 15:13:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,89,40,0.1,low-high,high,12,fishing,fishing_h,null,89.35999998357147,1551626020690,1551626020601
2000,1551626021648,03/03/2019 15:13:41,1551626020995,0,03/03/2019 15:13:40,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,99,40,0.1,low-high,high,12,fishing,fishing_h,null,99.1599999833852,1551626020893,1551626020794
2001,1551626021835,03/03/2019 15:13:41,1551626021188,0,03/03/2019 15:13:41,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,88,40,0.1,low-high,high,12,fishing,fishing_h,null,88.2999999448657,1551626021085,1551626020997
2002,1551626022086,03/03/2019 15:13:42,1551626021395,0,03/03/2019 15:13:41,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,104,40,0.1,low-high,high,12,fishing,fishing_h,null,103.73999993316829,1551626021293,1551626021189
2003,1551626022242,03/03/2019 15:13:42,1551626021594,0,03/03/2019 15:13:41,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,96,40,0.1,low-high,high,12,fishing,fishing_h,null,95.53500008769333,1551626021492,1551626021396
2004,1551626022448,03/03/2019 15:13:42,1551626021794,0,03/03/2019 15:13:41,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,94,40,0.1,low-high,high,12,fishing,fishing_h,null,93.90500001609325,1551626021689,1551626021595
2005,1551626022664,03/03/2019 15:13:42,1551626022011,0,03/03/2019 15:13:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,113,40,0.1,low-high,high,12,fishing,fishing_h,null,112.45000001508743,1551626021909,1551626021796
2006,1551626022868,03/03/2019 15:13:42,1551626022222,0,03/03/2019 15:13:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,107,40,0.1,low-high,high,12,fishing,fishing_h,null,107.13500005658716,1551626022120,1551626022013
2007,1551626023023,03/03/2019 15:13:43,1551626022385,0,03/03/2019 15:13:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,60,40,0.1,low-high,high,12,fishing,fishing_h,null,59.64499991387129,1551626022283,1551626022223
2008,1551626023211,03/03/2019 15:13:43,1551626022571,0,03/03/2019 15:13:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,82,40,0.1,low-high,high,12,fishing,fishing_h,null,81.91000006627291,1551626022469,1551626022387
2009,1551626023430,03/03/2019 15:13:43,1551626022786,0,03/03/2019 15:13:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,108,40,0.1,low-high,high,12,fishing,fishing_h,null,108.18500001914799,1551626022681,1551626022573
2010,1551626023635,03/03/2019 15:13:43,1551626022978,0,03/03/2019 15:13:42,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,85,40,0.1,low-high,high,12,fishing,fishing_h,null,84.48000007774681,1551626022875,1551626022790
2011,1551626023822,03/03/2019 15:13:43,1551626023172,0,03/03/2019 15:13:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,88,40,0.1,low-high,high,12,fishing,fishing_h,null,87.31499989517033,1551626023068,1551626022980
2012,1551626024057,03/03/2019 15:13:44,1551626023358,0,03/03/2019 15:13:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,79,40,0.1,low-high,high,12,fishing,fishing_h,null,78.57000001240522,1551626023255,1551626023176
2013,1551626024181,03/03/2019 15:13:44,1551626023542,0,03/03/2019 15:13:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,78,40,0.1,low-high,high,12,fishing,fishing_h,null,77.13500002864748,1551626023438,1551626023360
2014,1551626024385,03/03/2019 15:13:44,1551626023729,0,03/03/2019 15:13:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,82,40,0.1,low-high,high,12,fishing,fishing_h,null,81.2900000018999,1551626023627,1551626023545
2015,1551626024572,03/03/2019 15:13:44,1551626023920,0,03/03/2019 15:13:43,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,87,40,0.1,low-high,high,12,fishing,fishing_h,null,86.59500000067055,1551626023817,1551626023730
2016,1551626024776,03/03/2019 15:13:44,1551626024131,0,03/03/2019 15:13:44,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,108,40,0.1,low-high,high,12,fishing,fishing_h,null,107.29000007268041,1551626024029,1551626023921
2017,1551626024963,03/03/2019 15:13:44,1551626024316,0,03/03/2019 15:13:44,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,81,40,0.1,low-high,high,12,fishing,fishing_h,null,80.93499997630715,1551626024214,1551626024133
2018,1551626025184,03/03/2019 15:13:45,1551626024538,0,03/03/2019 15:13:44,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,118,40,0.1,low-high,high,12,fishing,fishing_h,null,118.12999995891005,1551626024436,1551626024318
2019,1551626025418,03/03/2019 15:13:45,1551626024767,0,03/03/2019 15:13:44,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,125,40,0.1,low-high,high,12,fishing,fishing_h,null,124.57999994512647,1551626024664,1551626024539
2020,1551626025653,03/03/2019 15:13:45,1551626024996,0,03/03/2019 15:13:44,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,122,40,0.1,low-high,high,12,fishing,fishing_h,null,121.90499994903803,1551626024892,1551626024770
2021,1551626025856,03/03/2019 15:13:45,1551626025206,0,03/03/2019 15:13:45,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,103,40,0.1,low-high,high,12,fishing,fishing_h,null,102.52000007312745,1551626025103,1551626025000
2022,1551626026075,03/03/2019 15:13:46,1551626025423,0,03/03/2019 15:13:45,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,112,40,0.1,low-high,high,12,fishing,fishing_h,null,110.92999996617436,1551626025319,1551626025207
2023,1551626026313,03/03/2019 15:13:46,1551626025660,0,03/03/2019 15:13:45,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,131,40,0.1,low-high,high,12,fishing,fishing_h,null,130.41500002145767,1551626025558,1551626025427
2024,1551626026754,03/03/2019 15:13:46,1551626026105,0,03/03/2019 15:13:46,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,341,40,0.1,low-high,high,12,fishing,fishing_h,null,341.28499997314066,1551626026002,1551626025661
2025,1551626026958,03/03/2019 15:13:46,1551626026310,0,03/03/2019 15:13:46,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,99,40,0.1,low-high,high,12,fishing,fishing_h,null,98.63499994389713,1551626026207,1551626026108
2026,1551626027176,03/03/2019 15:13:47,1551626026536,0,03/03/2019 15:13:46,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,119,40,0.1,low-high,high,12,fishing,fishing_h,null,119.09499997273088,1551626026431,1551626026312
2027,1551626027427,03/03/2019 15:13:47,1551626026767,0,03/03/2019 15:13:46,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,124,40,0.1,low-high,high,12,fishing,fishing_h,null,122.86000000312924,1551626026663,1551626026539
2028,1551626027613,03/03/2019 15:13:47,1551626026968,0,03/03/2019 15:13:46,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,94,40,0.1,low-high,high,12,fishing,fishing_h,null,94.13999994285405,1551626026865,1551626026771
2029,1551626027833,03/03/2019 15:13:47,1551626027181,0,03/03/2019 15:13:47,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,109,40,0.1,low-high,high,12,fishing,fishing_h,null,108.38500002864748,1551626027078,1551626026969
2030,1551626028035,03/03/2019 15:13:48,1551626027395,0,03/03/2019 15:13:47,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,109,40,0.1,low-high,high,12,fishing,fishing_h,null,107.76499996427447,1551626027293,1551626027184
2031,1551626028254,03/03/2019 15:13:48,1551626027607,0,03/03/2019 15:13:47,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,105,40,0.1,low-high,high,12,fishing,fishing_h,null,104.24999997485429,1551626027502,1551626027397
2032,1551626028466,03/03/2019 15:13:48,1551626027809,0,03/03/2019 15:13:47,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,94,40,0.1,low-high,high,12,fishing,fishing_h,null,92.85999997518957,1551626027704,1551626027610
2033,1551626028669,03/03/2019 15:13:48,1551626028023,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,105,40,0.1,low-high,high,12,fishing,fishing_h,null,104.47000002022833,1551626027918,1551626027813
2034,1551626028888,03/03/2019 15:13:48,1551626028240,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,112,40,0.1,low-high,high,12,fishing,fishing_h,null,110.68000004161149,1551626028138,1551626028026
2035,1551626029122,03/03/2019 15:13:49,1551626028466,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,119,40,0.1,low-high,high,12,fishing,fishing_h,null,118.8299999339506,1551626028361,1551626028242
2036,1551626029310,03/03/2019 15:13:49,1551626028580,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,null,null,0.1,low-high,high,12,fishing,fishing_h,null,null,null,1551626028470
2037,1551626029356,03/03/2019 15:13:49,1551626028583,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,12,null,caller,null,,,
2038,1551626029356,03/03/2019 15:13:49,1551626028585,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,12,null,caller,null,,,
2039,1551626029356,03/03/2019 15:13:49,1551626028586,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,12,null,caller,null,,,
2040,1551626029356,03/03/2019 15:13:49,1551626028588,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,12,null,caller,null,,,
2041,1551626029356,03/03/2019 15:13:49,1551626028590,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,,,null,low-high,high,12,null,caller,null,,,
2042,1551626029513,03/03/2019 15:13:49,1551626028866,0,03/03/2019 15:13:48,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,174,40,0.7,low-high,high,12,fishing,fishing_h,null,173.00999991130084,1551626028764,1551626028590
2043,1551626029709,03/03/2019 15:13:49,1551626029067,0,03/03/2019 15:13:49,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,96,40,0.7,low-high,high,12,fishing,fishing_h,null,95.46500002034009,1551626028964,1551626028868
2044,1551626030178,03/03/2019 15:13:50,1551626029528,0,03/03/2019 15:13:49,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,357,40,0.7,low-high,high,12,fishing,fishing_h,null,357.5999999884516,1551626029426,1551626029069
2045,1551626030349,03/03/2019 15:13:50,1551626029706,0,03/03/2019 15:13:49,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,74,40,0.7,low-high,high,12,fishing,fishing_h,null,73.76000005751848,1551626029604,1551626029530
2046,1551626030558,03/03/2019 15:13:50,1551626029905,0,03/03/2019 15:13:49,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,95,40,0.7,low-high,high,12,fishing,fishing_h,null,94.12999998312443,1551626029803,1551626029708
2047,1551626030730,03/03/2019 15:13:50,1551626030088,0,03/03/2019 15:13:50,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,80,40,0.7,low-high,high,12,fishing,fishing_h,null,79.88999993540347,1551626029986,1551626029906
2048,1551626030933,03/03/2019 15:13:50,1551626030287,0,03/03/2019 15:13:50,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,95,40,0.7,low-high,high,12,fishing,fishing_h,null,94.37500010244548,1551626030184,1551626030089
2049,1551626031123,03/03/2019 15:13:51,1551626030467,0,03/03/2019 15:13:50,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,75,40,0.7,low-high,high,12,fishing,fishing_h,null,74.50999994762242,1551626030363,1551626030288
2050,1551626031296,03/03/2019 15:13:51,1551626030643,0,03/03/2019 15:13:50,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,68,40,0.7,low-high,high,12,fishing,fishing_h,null,67.74999992921948,1551626030539,1551626030471
2051,1551626031496,03/03/2019 15:13:51,1551626030828,0,03/03/2019 15:13:50,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,82,40,0.7,low-high,high,12,fishing,fishing_h,null,81.65000006556511,1551626030726,1551626030644
2052,1551626031668,03/03/2019 15:13:51,1551626031016,0,03/03/2019 15:13:51,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,82,40,0.7,low-high,high,12,fishing,fishing_h,null,81.86499995645136,1551626030912,1551626030830
2053,1551626031840,03/03/2019 15:13:51,1551626031193,0,03/03/2019 15:13:51,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,72,40,0.7,low-high,high,12,fishing,fishing_h,null,71.49999996181577,1551626031091,1551626031019
2054,1551626032011,03/03/2019 15:13:52,1551626031371,0,03/03/2019 15:13:51,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,74,40,0.7,low-high,high,12,fishing,fishing_h,null,74.26999998278916,1551626031269,1551626031195
2055,1551626032200,03/03/2019 15:13:52,1551626031547,0,03/03/2019 15:13:51,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,72,40,0.7,low-high,high,12,fishing,fishing_h,null,72.15999998152256,1551626031445,1551626031373
2056,1551626032371,03/03/2019 15:13:52,1551626031726,0,03/03/2019 15:13:51,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,74,40,0.7,low-high,high,12,fishing,fishing_h,null,74.32000001426786,1551626031623,1551626031549
2057,1551626032561,03/03/2019 15:13:52,1551626031904,0,03/03/2019 15:13:51,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,71,40,0.7,low-high,high,12,fishing,fishing_h,null,70.21500007249415,1551626031800,1551626031729
2058,1551626032715,03/03/2019 15:13:52,1551626032078,0,03/03/2019 15:13:52,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,68,40,0.7,low-high,high,12,fishing,fishing_h,null,66.75999995786697,1551626031976,1551626031908
2059,1551626032902,03/03/2019 15:13:52,1551626032260,0,03/03/2019 15:13:52,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,76,40,0.7,low-high,high,12,fishing,fishing_h,null,75.33000002149493,1551626032155,1551626032079
2060,1551626033262,03/03/2019 15:13:53,1551626032427,0,03/03/2019 15:13:52,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,62,40,0.7,low-high,high,12,fishing,fishing_h,null,61.28999998327345,1551626032324,1551626032262
2061,1551626033308,03/03/2019 15:13:53,1551626032601,0,03/03/2019 15:13:52,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,68,40,0.7,low-high,high,12,fishing,fishing_h,null,67.73000000976026,1551626032498,1551626032430
2062,1551626033434,03/03/2019 15:13:53,1551626032782,0,03/03/2019 15:13:52,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,78,40,0.7,low-high,high,12,fishing,fishing_h,null,77.7399999788031,1551626032680,1551626032602
2063,1551626033621,03/03/2019 15:13:53,1551626032967,0,03/03/2019 15:13:52,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,80,40,0.7,low-high,high,12,fishing,fishing_h,null,80.28999995440245,1551626032864,1551626032784
2064,1551626033793,03/03/2019 15:13:53,1551626033155,0,03/03/2019 15:13:53,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,85,40,0.7,low-high,high,12,fishing,fishing_h,null,84.35000001918525,1551626033053,1551626032968
2065,1551626033982,03/03/2019 15:13:53,1551626033329,0,03/03/2019 15:13:53,6138,27,task-5e3j,,2253541,,614535,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 72.0.3626.119,1920x1200,1903x976,,Low to High with Rod Fixing,12,Low to High,71,40,0.7,low-high,high,12,fishing,fishing_h,null,70.5300000263378,1551626033227,1551626033156
